Inicio: 25/11/2023  2:16:57,29 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: key-prop-no-anonymous-func.txt
25/11/2023 06:05:52,21 143386
25/11/2023 06:05:58,21 145748
25/11/2023 06:06:04,20 145610
25/11/2023 06:06:10,16 145579
25/11/2023 06:06:16,12 142643
25/11/2023 06:06:22,14 142559
25/11/2023 06:06:28,20 141194
25/11/2023 06:06:34,20 140824
25/11/2023 06:06:40,18 139128
25/11/2023 06:06:46,19 139030
25/11/2023 06:06:52,11 139090
25/11/2023 06:06:58,17 139114
25/11/2023 06:07:04,17 166325
25/11/2023 06:07:10,18 166893
25/11/2023 06:07:16,21 145144
25/11/2023 06:07:22,14 145271
25/11/2023 06:07:28,14 158021
25/11/2023 06:07:34,21 153103
25/11/2023 06:07:40,16 147040
25/11/2023 06:07:46,17 146436
25/11/2023 06:07:52,13 147005
25/11/2023 06:07:58,15 135150
25/11/2023 06:08:04,13 136210
25/11/2023 06:08:10,20 134546
25/11/2023 06:08:16,12 144790
25/11/2023 06:08:22,18 145006
25/11/2023 06:08:28,20 144898
25/11/2023 06:08:34,21 155196
25/11/2023 06:08:40,16 138745
25/11/2023 06:08:46,17 134905
25/11/2023 06:08:52,12 134817
25/11/2023 06:08:58,16 134829
25/11/2023 06:09:04,15 134817
25/11/2023 06:09:10,18 154866
25/11/2023 06:09:16,16 155610
25/11/2023 06:09:22,16 146594
25/11/2023 06:09:28,21 147079
25/11/2023 06:09:34,12 150209
25/11/2023 06:09:40,12 145149
25/11/2023 06:09:46,20 160639
25/11/2023 06:09:52,13 160011
25/11/2023 06:09:58,18 151615
25/11/2023 06:10:04,15 142713
25/11/2023 06:10:10,16 144670
25/11/2023 06:10:16,16 144582
25/11/2023 06:10:22,13 144523
25/11/2023 06:10:28,21 141567
25/11/2023 06:10:34,21 141135
25/11/2023 06:10:40,15 152795
25/11/2023 06:10:46,13 167413
25/11/2023 06:10:52,17 165781
25/11/2023 06:10:58,16 165675
25/11/2023 06:11:04,13 165708
25/11/2023 06:11:10,11 165684
25/11/2023 06:11:16,16 156121
25/11/2023 06:11:22,12 156685
25/11/2023 06:11:28,13 144025
25/11/2023 06:11:34,14 144309
25/11/2023 06:11:40,21 153867
25/11/2023 06:11:46,13 148767
25/11/2023 06:11:52,13 145742
25/11/2023 06:11:58,21 145197
25/11/2023 06:12:04,19 149153
25/11/2023 06:12:10,21 140399
25/11/2023 06:12:16,19 142548
25/11/2023 06:12:22,13 142267
25/11/2023 06:12:28,15 148375
25/11/2023 06:12:34,12 145384
25/11/2023 06:12:40,16 140612
25/11/2023 06:12:46,19 169176
25/11/2023 06:12:52,20 143681
25/11/2023 06:12:58,12 141989
25/11/2023 06:13:04,17 141943
25/11/2023 06:13:10,13 141962
25/11/2023 06:13:16,19 141966
25/11/2023 06:13:22,15 158674
25/11/2023 06:13:28,17 159254
25/11/2023 06:13:34,18 157661
25/11/2023 06:13:40,14 157997
25/11/2023 06:13:46,21 167232
25/11/2023 06:13:52,21 162136
25/11/2023 06:13:58,15 143798
25/11/2023 06:14:04,20 143005
25/11/2023 06:14:10,13 140642
25/11/2023 06:14:16,17 144078
25/11/2023 06:14:22,16 146369
25/11/2023 06:14:28,13 146241
25/11/2023 06:14:34,15 142122
25/11/2023 06:14:40,18 137206
25/11/2023 06:14:46,19 137166
25/11/2023 06:14:52,18 151295
25/11/2023 06:14:58,15 150461
25/11/2023 06:15:04,21 148801
25/11/2023 06:15:10,13 148683
25/11/2023 06:15:16,21 148787
25/11/2023 06:15:22,13 148747
25/11/2023 06:15:28,15 160742
25/11/2023 06:15:34,18 161230
25/11/2023 06:15:40,15 153850
25/11/2023 06:15:46,13 154178
25/11/2023 06:15:52,19 152672
25/11/2023 06:15:58,14 147572
25/11/2023 06:16:04,16 153874
25/11/2023 06:16:10,16 153218
25/11/2023 06:16:16,18 157110
25/11/2023 06:16:22,19 146939
25/11/2023 06:16:28,16 147289
25/11/2023 06:16:34,21 147185
25/11/2023 06:16:40,15 150241
25/11/2023 06:16:46,15 147329
25/11/2023 06:16:52,19 145234
25/11/2023 06:16:58,19 144246
25/11/2023 06:17:04,16 149319
25/11/2023 06:17:10,19 147656
25/11/2023 06:17:16,13 147557
25/11/2023 06:17:22,16 147625
25/11/2023 06:17:28,15 147637
25/11/2023 06:17:34,18 171897
25/11/2023 06:17:40,13 172469
25/11/2023 06:17:46,20 160240
25/11/2023 06:17:52,21 160564
25/11/2023 06:17:58,14 166621
25/11/2023 06:18:04,22 161542
25/11/2023 06:18:10,13 149313
25/11/2023 06:18:16,13 148688
25/11/2023 06:18:22,12 159108
25/11/2023 06:18:28,21 150267
25/11/2023 06:18:34,12 152487
25/11/2023 06:18:40,13 152262
25/11/2023 06:18:46,12 155301
25/11/2023 06:18:52,21 152365
25/11/2023 06:18:58,14 152209
25/11/2023 06:19:04,18 163219
25/11/2023 06:19:10,20 150332
25/11/2023 06:19:16,21 148549
25/11/2023 06:19:22,21 148472
25/11/2023 06:19:28,19 148460
25/11/2023 06:19:34,19 148487
25/11/2023 06:19:40,16 157376
25/11/2023 06:19:46,12 157394
25/11/2023 06:19:52,16 154273
25/11/2023 06:19:58,17 154581
25/11/2023 06:20:04,13 148468
25/11/2023 06:20:10,20 143444
25/11/2023 06:20:16,15 143546
25/11/2023 06:20:22,13 142926
25/11/2023 06:20:28,16 146838
25/11/2023 06:20:34,22 144143
25/11/2023 06:20:40,21 141686
25/11/2023 06:20:46,16 140294
25/11/2023 06:20:52,13 155328
25/11/2023 06:20:58,13 155441
25/11/2023 06:21:04,13 155401
25/11/2023 06:21:10,13 145531
25/11/2023 06:21:16,16 147557
25/11/2023 06:21:22,17 145805
25/11/2023 06:21:28,19 145731
25/11/2023 06:21:34,21 145430
25/11/2023 06:21:40,21 145379
25/11/2023 06:21:46,18 188117
25/11/2023 06:21:52,19 188696
25/11/2023 06:21:58,20 148339
25/11/2023 06:22:04,22 148740
25/11/2023 06:22:10,22 152139
25/11/2023 06:22:16,16 147051
25/11/2023 06:22:22,17 150235
25/11/2023 06:22:28,13 149599
25/11/2023 06:22:34,16 150392
25/11/2023 06:22:40,21 144692
25/11/2023 06:22:46,17 146895
25/11/2023 06:22:52,19 146807
25/11/2023 06:22:58,22 155913
25/11/2023 06:23:04,15 152939
25/11/2023 06:23:10,13 152871
25/11/2023 06:23:16,22 146139
25/11/2023 06:23:22,12 147972
25/11/2023 06:23:28,19 146084
25/11/2023 06:23:34,18 145966
25/11/2023 06:23:40,18 146014
25/11/2023 06:23:46,19 146010
25/11/2023 06:23:52,19 179418
25/11/2023 06:23:58,16 179799
25/11/2023 06:24:04,20 148721
25/11/2023 06:24:10,16 149037
25/11/2023 06:24:16,19 152471
25/11/2023 06:24:22,12 147432
25/11/2023 06:24:28,17 156706
25/11/2023 06:24:34,14 156078
25/11/2023 06:24:40,16 144577
25/11/2023 06:24:46,18 160327
25/11/2023 06:24:52,14 162576
25/11/2023 06:24:58,20 162528
25/11/2023 06:25:04,11 159361
25/11/2023 06:25:10,21 156429
25/11/2023 06:25:16,19 156313
25/11/2023 06:25:22,16 168032
25/11/2023 06:25:28,17 154534
25/11/2023 06:25:34,19 152810
25/11/2023 06:25:40,14 152708
25/11/2023 06:25:46,19 152696
25/11/2023 06:25:52,13 152487
25/11/2023 06:25:58,19 161410
25/11/2023 06:26:04,21 161911
25/11/2023 06:26:10,19 149386
25/11/2023 06:26:16,13 149424
25/11/2023 06:26:22,14 150003
25/11/2023 06:26:28,14 144884
25/11/2023 06:26:34,19 154264
25/11/2023 06:26:40,14 153616
25/11/2023 06:26:46,14 154453
25/11/2023 06:26:52,12 144039
25/11/2023 06:26:58,17 151053
25/11/2023 06:27:04,18 150908
25/11/2023 06:27:10,16 153919
25/11/2023 06:27:16,16 150928
25/11/2023 06:27:22,20 146168
25/11/2023 06:27:28,16 153131
25/11/2023 06:27:34,19 161393
25/11/2023 06:27:40,14 159737
25/11/2023 06:27:46,14 159659
25/11/2023 06:27:52,17 159740
25/11/2023 06:27:58,19 159699
25/11/2023 06:28:04,13 156286
25/11/2023 06:28:10,18 156577
25/11/2023 06:28:16,16 150180
25/11/2023 06:28:22,17 150464
25/11/2023 06:28:28,13 150760
25/11/2023 06:28:34,20 145686
25/11/2023 06:28:40,14 148756
25/11/2023 06:28:46,20 148160
25/11/2023 06:28:52,19 148942
25/11/2023 06:28:58,13 145200
25/11/2023 06:29:04,14 148593
25/11/2023 06:29:10,13 148457
25/11/2023 06:29:16,14 151451
25/11/2023 06:29:22,16 148479
25/11/2023 06:29:28,15 148408
25/11/2023 06:29:34,16 147803
25/11/2023 06:29:40,16 158944
25/11/2023 06:29:46,20 157270
25/11/2023 06:29:52,13 157148
25/11/2023 06:29:58,16 157232
25/11/2023 06:30:04,17 157225
25/11/2023 06:30:10,12 159916
25/11/2023 06:30:16,13 160330
25/11/2023 06:30:22,17 150671
25/11/2023 06:30:28,20 150730
25/11/2023 06:30:34,17 151008
25/11/2023 06:30:40,16 145958
25/11/2023 06:30:46,16 146104
25/11/2023 06:30:52,12 145464
25/11/2023 06:30:58,12 164645
25/11/2023 06:31:04,17 145004
25/11/2023 06:31:10,14 152000
25/11/2023 06:31:16,17 151898
25/11/2023 06:31:22,12 154845
25/11/2023 06:31:28,19 151877
25/11/2023 06:31:34,22 151781
25/11/2023 06:31:40,17 163498
25/11/2023 06:31:46,19 150115
25/11/2023 06:31:52,13 148399
25/11/2023 06:31:58,19 148305
25/11/2023 06:32:04,14 148321
25/11/2023 06:32:10,19 148469
25/11/2023 06:32:16,19 157176
25/11/2023 06:32:22,17 157698
25/11/2023 06:32:28,19 151138
25/11/2023 06:32:34,12 151494
25/11/2023 06:32:40,19 161352
25/11/2023 06:32:46,13 155668
25/11/2023 06:32:52,16 167822
25/11/2023 06:32:58,15 167221
25/11/2023 06:33:04,17 152599
25/11/2023 06:33:10,16 145459
25/11/2023 06:33:16,19 149175
25/11/2023 06:33:22,15 149007
25/11/2023 06:33:28,21 147991
25/11/2023 06:33:34,17 143148
25/11/2023 06:33:40,12 143131
25/11/2023 06:33:46,17 148133
25/11/2023 06:33:52,16 162594
25/11/2023 06:33:58,20 160983
25/11/2023 06:34:04,21 160849
25/11/2023 06:34:10,18 160890
25/11/2023 06:34:16,14 160885
25/11/2023 06:34:22,12 160649
25/11/2023 06:34:28,22 161189
25/11/2023 06:34:34,12 153205
25/11/2023 06:34:40,15 153529
25/11/2023 06:34:46,12 155290
25/11/2023 06:34:52,20 150235
25/11/2023 06:34:58,11 147289
25/11/2023 06:35:04,17 146606
25/11/2023 06:35:10,18 147298
25/11/2023 06:35:16,18 160107
25/11/2023 06:35:22,14 162126
25/11/2023 06:35:28,20 162078
25/11/2023 06:35:34,13 155844
25/11/2023 06:35:40,12 152868
25/11/2023 06:35:46,12 152633
25/11/2023 06:35:52,11 154422
25/11/2023 06:35:58,22 157105
25/11/2023 06:36:04,12 155391
25/11/2023 06:36:10,20 155361
25/11/2023 06:36:16,20 155373
25/11/2023 06:36:22,15 155341
25/11/2023 06:36:28,18 161150
25/11/2023 06:36:34,12 161551
25/11/2023 06:36:40,18 152030
25/11/2023 06:36:46,12 152358
25/11/2023 06:36:52,19 171115
25/11/2023 06:36:58,15 166065
25/11/2023 06:37:04,22 153962
25/11/2023 06:37:10,14 153327
25/11/2023 06:37:16,12 172639
25/11/2023 06:37:22,20 158939
25/11/2023 06:37:28,17 159749
25/11/2023 06:37:34,17 159633
25/11/2023 06:37:40,12 153424
25/11/2023 06:37:46,21 150456
25/11/2023 06:37:52,15 150371
25/11/2023 06:37:58,22 149748
25/11/2023 06:38:04,17 154698
25/11/2023 06:38:10,20 152653
25/11/2023 06:38:16,15 152539
25/11/2023 06:38:22,17 152548
25/11/2023 06:38:28,14 152567
25/11/2023 06:38:34,17 173786
25/11/2023 06:38:40,10 174290
25/11/2023 06:38:46,21 158813
25/11/2023 06:38:52,22 159085
25/11/2023 06:38:58,12 156191
25/11/2023 06:39:04,12 151149
25/11/2023 06:39:10,18 151283
25/11/2023 06:39:16,21 150655
25/11/2023 06:39:22,18 151423
25/11/2023 06:39:28,12 147176
25/11/2023 06:39:34,14 146387
25/11/2023 06:39:40,19 144863
25/11/2023 06:39:46,12 156779
25/11/2023 06:39:52,22 156948
25/11/2023 06:39:58,17 150111
25/11/2023 06:40:04,11 149537
25/11/2023 06:40:10,12 151851
25/11/2023 06:40:16,14 150203
25/11/2023 06:40:22,12 150137
25/11/2023 06:40:28,17 150145
25/11/2023 06:40:34,18 150026
25/11/2023 06:40:40,12 161989
25/11/2023 06:40:46,21 162485
25/11/2023 06:40:52,13 152983
25/11/2023 06:40:58,13 153267
25/11/2023 06:41:04,15 153626
25/11/2023 06:41:10,17 148571
25/11/2023 06:41:16,12 148632
25/11/2023 06:41:22,19 148023
25/11/2023 06:41:28,20 167319
25/11/2023 06:41:34,18 171514
25/11/2023 06:41:40,17 173032
25/11/2023 06:41:46,12 172948
25/11/2023 06:41:52,11 157456
25/11/2023 06:41:58,12 154540
25/11/2023 06:42:04,14 154402
25/11/2023 06:42:10,14 150693
25/11/2023 06:42:16,17 171087
25/11/2023 06:42:22,12 168985
25/11/2023 06:42:28,14 168892
25/11/2023 06:42:34,12 168936
25/11/2023 06:42:40,15 168936
25/11/2023 06:42:46,13 159443
25/11/2023 06:42:52,14 159928
25/11/2023 06:42:58,15 161395
25/11/2023 06:43:04,20 161719
25/11/2023 06:43:10,16 181736
25/11/2023 06:43:16,18 176649
25/11/2023 06:43:22,12 158326
25/11/2023 06:43:28,18 157692
25/11/2023 06:43:34,17 155448
25/11/2023 06:43:40,12 161645
25/11/2023 06:43:46,12 164272
25/11/2023 06:43:52,13 164155
25/11/2023 06:43:58,14 157904
25/11/2023 06:44:04,22 154957
25/11/2023 06:44:10,15 154838
25/11/2023 06:44:16,13 157322
25/11/2023 06:44:22,12 168495
25/11/2023 06:44:28,21 166823
25/11/2023 06:44:34,15 166630
25/11/2023 06:44:40,21 166697
25/11/2023 06:44:46,21 166513
25/11/2023 06:44:52,16 166066
25/11/2023 06:44:58,18 166547
25/11/2023 06:45:04,20 154041
25/11/2023 06:45:10,18 154259
25/11/2023 06:45:16,15 160772
25/11/2023 06:45:22,20 155640
25/11/2023 06:45:28,11 168044
25/11/2023 06:45:34,12 167368
25/11/2023 06:45:40,21 152863
25/11/2023 06:45:46,15 153493
25/11/2023 06:45:52,21 155510
25/11/2023 06:45:58,15 155433
25/11/2023 06:46:04,16 155359
25/11/2023 06:46:10,21 152387
25/11/2023 06:46:16,20 152299
25/11/2023 06:46:22,18 179440
25/11/2023 06:46:28,17 156730
25/11/2023 06:46:34,13 155042
25/11/2023 06:46:40,17 154952
25/11/2023 06:46:46,18 155028
25/11/2023 06:46:52,15 154972
25/11/2023 06:46:58,21 188471
25/11/2023 06:47:04,16 188907
25/11/2023 06:47:10,18 156415
25/11/2023 06:47:16,20 156324
25/11/2023 06:47:22,18 155074
25/11/2023 06:47:28,19 150014
25/11/2023 06:47:34,21 162444
25/11/2023 06:47:40,13 161808
25/11/2023 06:47:46,12 153356
25/11/2023 06:47:52,21 148932
25/11/2023 06:47:58,15 151242
25/11/2023 06:48:04,19 151143
25/11/2023 06:48:10,17 158974
25/11/2023 06:48:16,21 155974
25/11/2023 06:48:22,20 155918
25/11/2023 06:48:28,18 152210
25/11/2023 06:48:34,13 154150
25/11/2023 06:48:40,10 152530
25/11/2023 06:48:46,13 152416
25/11/2023 06:48:52,18 152472
25/11/2023 06:48:58,20 152402
25/11/2023 06:49:04,15 167518
25/11/2023 06:49:10,15 167852
25/11/2023 06:49:16,15 158419
25/11/2023 06:49:22,16 158699
25/11/2023 06:49:28,20 164995
25/11/2023 06:49:34,16 159954
25/11/2023 06:49:40,18 153552
25/11/2023 06:49:46,15 152800
25/11/2023 06:49:52,12 153643
25/11/2023 06:49:58,20 161698
25/11/2023 06:50:04,14 165565
25/11/2023 06:50:10,15 165445
25/11/2023 06:50:16,19 180699
25/11/2023 06:50:22,13 177739
25/11/2023 06:50:28,19 177604
25/11/2023 06:50:34,17 160969
25/11/2023 06:50:40,14 175906
25/11/2023 06:50:46,15 174246
25/11/2023 06:50:52,19 174162
25/11/2023 06:50:58,16 174197
25/11/2023 06:51:04,19 174201
25/11/2023 06:51:10,16 164338
25/11/2023 06:51:16,13 164481
25/11/2023 06:51:22,17 155064
25/11/2023 06:51:28,12 155060
25/11/2023 06:51:34,18 160422
25/11/2023 06:51:40,13 153882
25/11/2023 06:51:46,16 174237
25/11/2023 06:51:52,20 173600
25/11/2023 06:51:58,19 160725
25/11/2023 06:52:04,16 147230
25/11/2023 06:52:10,18 150730
25/11/2023 06:52:16,14 150551
25/11/2023 06:52:22,12 153557
25/11/2023 06:52:28,16 150577
25/11/2023 06:52:34,19 150497
25/11/2023 06:52:40,16 163549
25/11/2023 06:52:46,15 156258
25/11/2023 06:52:52,13 154538
25/11/2023 06:52:58,19 154473
25/11/2023 06:53:04,13 154468
25/11/2023 06:53:10,21 154532
25/11/2023 06:53:16,18 168116
25/11/2023 06:53:22,13 167620
25/11/2023 06:53:28,16 153623
25/11/2023 06:53:34,18 153879
25/11/2023 06:53:40,20 177199
25/11/2023 06:53:46,16 172177
25/11/2023 06:53:52,13 156935
25/11/2023 06:53:58,14 156315
25/11/2023 06:54:04,13 157095
25/11/2023 06:54:10,14 148376
25/11/2023 06:54:16,13 146837
25/11/2023 06:54:22,18 145197
25/11/2023 06:54:28,13 158554
25/11/2023 06:54:34,19 158553
25/11/2023 06:54:40,16 158220
25/11/2023 06:54:46,11 150077
25/11/2023 06:54:52,13 155130
25/11/2023 06:54:58,21 153462
25/11/2023 06:55:04,18 153364
25/11/2023 06:55:10,19 153371
25/11/2023 06:55:16,13 153335
25/11/2023 06:55:22,14 174503
25/11/2023 06:55:28,21 175002
25/11/2023 06:55:34,15 154789
25/11/2023 06:55:40,18 155097
25/11/2023 06:55:46,13 156805
25/11/2023 06:55:52,20 151807
25/11/2023 06:55:58,13 158069
25/11/2023 06:56:04,22 157481
25/11/2023 06:56:10,16 158316
25/11/2023 06:56:16,18 153237
25/11/2023 06:56:22,12 154820
25/11/2023 06:56:28,19 154741
25/11/2023 06:56:34,11 160797
25/11/2023 06:56:40,16 157841
25/11/2023 06:56:46,18 157725
25/11/2023 06:56:52,18 168959
25/11/2023 06:56:58,19 172372
25/11/2023 06:57:04,15 170483
25/11/2023 06:57:10,21 170202
25/11/2023 06:57:16,14 170229
25/11/2023 06:57:22,13 170234
25/11/2023 06:57:28,19 162341
25/11/2023 06:57:34,13 162809
25/11/2023 06:57:40,21 153345
25/11/2023 06:57:46,13 153606
25/11/2023 06:57:52,21 163149
25/11/2023 06:57:58,14 158074
25/11/2023 06:58:04,19 149012
25/11/2023 06:58:10,18 148372
25/11/2023 06:58:16,17 161476
25/11/2023 06:58:22,18 167857
25/11/2023 06:58:28,16 170531
25/11/2023 06:58:34,21 170431
25/11/2023 06:58:40,21 161095
25/11/2023 06:58:46,11 158131
25/11/2023 06:58:52,19 158039
25/11/2023 06:58:58,14 151244
25/11/2023 06:59:04,19 159365
25/11/2023 06:59:10,22 157658
25/11/2023 06:59:16,18 157473
25/11/2023 06:59:22,19 157564
25/11/2023 06:59:28,19 157527
25/11/2023 06:59:34,16 163132
25/11/2023 06:59:40,18 162708
25/11/2023 06:59:46,13 153268
25/11/2023 06:59:52,21 153628
25/11/2023 06:59:58,16 153867
25/11/2023 07:00:04,17 148810
25/11/2023 07:00:10,13 151938
25/11/2023 07:00:16,16 151362
25/11/2023 07:00:22,17 155221
25/11/2023 07:00:28,16 147896
25/11/2023 07:00:34,13 157990
25/11/2023 07:00:40,19 157838
25/11/2023 07:00:46,15 170047
25/11/2023 07:00:52,18 167107
25/11/2023 07:00:58,19 167003
25/11/2023 07:01:04,22 160220
25/11/2023 07:01:10,18 156063
25/11/2023 07:01:16,16 154307
25/11/2023 07:01:22,16 154249
25/11/2023 07:01:28,13 154269
25/11/2023 07:01:34,19 154333
25/11/2023 07:01:40,21 164922
25/11/2023 07:01:46,17 164721
25/11/2023 07:01:52,18 153627
25/11/2023 07:01:58,19 153879
25/11/2023 07:02:04,19 156852
25/11/2023 07:02:10,16 151839
25/11/2023 07:02:16,15 155029
25/11/2023 07:02:22,16 154517
25/11/2023 07:02:28,16 164525
25/11/2023 07:02:34,21 147906
25/11/2023 07:02:40,13 154919
25/11/2023 07:02:46,17 154744
25/11/2023 07:02:52,14 166995
25/11/2023 07:02:58,18 164071
25/11/2023 07:03:04,19 163964
25/11/2023 07:03:10,16 150830
25/11/2023 07:03:16,16 162035
25/11/2023 07:03:22,20 160347
25/11/2023 07:03:28,19 160249
25/11/2023 07:03:34,16 160281
25/11/2023 07:03:40,12 160285
25/11/2023 07:03:46,17 159985
25/11/2023 07:03:52,21 160573
25/11/2023 07:03:58,18 154116
25/11/2023 07:04:04,17 154416
25/11/2023 07:04:10,16 157764
25/11/2023 07:04:16,18 152739
25/11/2023 07:04:22,13 149817
25/11/2023 07:04:28,18 149353
25/11/2023 07:04:34,17 149673
25/11/2023 07:04:40,16 147059
25/11/2023 07:04:46,21 152645
25/11/2023 07:04:52,22 152361
25/11/2023 07:04:58,13 155310
25/11/2023 07:05:04,13 152316
25/11/2023 07:05:10,14 152237
25/11/2023 07:05:16,17 153969
25/11/2023 07:05:22,20 162789
25/11/2023 07:05:28,19 161069
25/11/2023 07:05:34,11 161007
25/11/2023 07:05:40,19 161051
25/11/2023 07:05:46,14 161054
25/11/2023 07:05:52,21 172965
25/11/2023 07:05:58,19 173509
25/11/2023 07:06:04,17 156269
25/11/2023 07:06:10,17 156640
25/11/2023 07:06:16,16 158420
25/11/2023 07:06:22,22 153419
25/11/2023 07:06:28,16 150380
25/11/2023 07:06:34,17 149788
25/11/2023 07:06:40,19 150532
25/11/2023 07:06:46,21 148107
25/11/2023 07:06:52,17 153358
25/11/2023 07:06:58,14 153233
25/11/2023 07:07:04,15 155913
25/11/2023 07:07:10,11 152969
25/11/2023 07:07:16,18 152881
25/11/2023 07:07:22,15 169936
25/11/2023 07:07:28,19 158880
25/11/2023 07:07:34,17 157151
25/11/2023 07:07:40,13 157073
25/11/2023 07:07:46,17 157137
25/11/2023 07:07:52,19 157097
25/11/2023 07:07:58,14 161457
25/11/2023 07:08:04,13 161997
25/11/2023 07:08:10,11 155554
25/11/2023 07:08:16,21 155882
25/11/2023 07:08:22,13 174418
25/11/2023 07:08:28,20 169520
25/11/2023 07:08:34,17 172706
25/11/2023 07:08:40,19 172130
25/11/2023 07:08:46,19 160641
25/11/2023 07:08:52,14 151879
25/11/2023 07:08:58,17 176061
25/11/2023 07:09:04,19 175761
25/11/2023 07:09:10,18 175292
25/11/2023 07:09:16,20 172344
25/11/2023 07:09:22,15 172260
25/11/2023 07:09:28,18 164641
25/11/2023 07:09:34,22 164221
25/11/2023 07:09:40,18 162513
25/11/2023 07:09:46,22 162455
25/11/2023 07:09:52,13 162484
25/11/2023 07:09:58,14 162426
25/11/2023 07:10:04,12 174442
25/11/2023 07:10:10,22 174922
25/11/2023 07:10:16,22 159373
25/11/2023 07:10:22,14 159665
25/11/2023 07:10:28,21 156790
25/11/2023 07:10:34,20 151698
25/11/2023 07:10:40,15 151857
25/11/2023 07:10:46,15 151276
25/11/2023 07:10:52,16 155108
25/11/2023 07:10:58,16 154156
25/11/2023 07:11:04,15 158106
25/11/2023 07:11:10,14 157737
25/11/2023 07:11:16,21 160749
25/11/2023 07:11:22,21 157745
25/11/2023 07:11:28,17 157665
25/11/2023 07:11:34,14 171624
25/11/2023 07:11:40,16 164923
25/11/2023 07:11:46,14 163198
25/11/2023 07:11:52,12 163116
25/11/2023 07:11:58,19 163053
25/11/2023 07:12:04,15 163032
25/11/2023 07:12:10,19 162604
25/11/2023 07:12:16,14 163144
25/11/2023 07:12:22,19 156728
25/11/2023 07:12:28,13 157047
25/11/2023 07:12:34,14 175638
25/11/2023 07:12:40,17 170691
25/11/2023 07:12:46,14 161596
25/11/2023 07:12:52,17 161000
25/11/2023 07:12:58,18 158665
25/11/2023 07:13:04,17 157728
25/11/2023 07:13:10,21 155577
25/11/2023 07:13:16,13 155177
25/11/2023 07:13:22,18 158135
25/11/2023 07:13:28,14 155199
25/11/2023 07:13:34,17 155075
25/11/2023 07:13:40,17 156922
25/11/2023 07:13:46,14 159591
25/11/2023 07:13:52,17 157919
25/11/2023 07:13:58,12 157813
25/11/2023 07:14:04,12 157836
25/11/2023 07:14:10,20 157618
25/11/2023 07:14:16,17 163368
25/11/2023 07:14:22,22 163942
25/11/2023 07:14:28,15 160400
25/11/2023 07:14:34,17 160733
25/11/2023 07:14:40,20 160895
25/11/2023 07:14:46,15 155896
25/11/2023 07:14:52,19 171362
25/11/2023 07:14:58,15 170818
25/11/2023 07:15:04,14 159243
25/11/2023 07:15:10,13 158240
25/11/2023 07:15:16,17 159133
25/11/2023 07:15:22,18 158753
25/11/2023 07:15:28,15 164857
25/11/2023 07:15:34,18 161873
25/11/2023 07:15:40,14 161768
25/11/2023 07:15:46,21 157335
25/11/2023 07:15:52,19 153913
25/11/2023 07:15:58,17 150081
25/11/2023 07:16:04,18 150001
25/11/2023 07:16:10,11 150021
25/11/2023 07:16:16,21 150005
25/11/2023 07:16:22,14 176109
25/11/2023 07:16:28,17 176893
25/11/2023 07:16:34,22 161073
25/11/2023 07:16:40,20 161325
25/11/2023 07:16:46,22 180091
25/11/2023 07:16:52,18 174983
25/11/2023 07:16:58,13 153538
25/11/2023 07:17:04,17 152934
25/11/2023 07:17:10,12 153689
25/11/2023 07:17:16,14 152623
25/11/2023 07:17:22,17 162739
25/11/2023 07:17:28,14 162570
25/11/2023 07:17:34,21 159476
25/11/2023 07:17:40,15 156475
25/11/2023 07:17:46,12 156395
25/11/2023 07:17:52,15 158084
25/11/2023 07:17:58,21 165330
25/11/2023 07:18:04,18 163574
25/11/2023 07:18:10,12 163492
25/11/2023 07:18:16,13 163636
25/11/2023 07:18:22,20 163548
25/11/2023 07:18:28,15 167935
25/11/2023 07:18:34,21 168475
25/11/2023 07:18:40,14 176391
25/11/2023 07:18:46,17 176770
25/11/2023 07:18:52,18 168851
25/11/2023 07:18:58,11 163758
25/11/2023 07:19:04,15 163897
25/11/2023 07:19:10,11 162900
25/11/2023 07:19:16,20 154516
25/11/2023 07:19:22,12 153400
25/11/2023 07:19:28,16 157479
25/11/2023 07:19:34,20 157087
25/11/2023 07:19:40,12 160054
25/11/2023 07:19:46,16 157078
25/11/2023 07:19:52,13 156986
25/11/2023 07:19:58,18 161721
25/11/2023 07:20:04,21 155657
25/11/2023 07:20:10,19 151356
25/11/2023 07:20:16,17 151295
25/11/2023 07:20:22,18 151303
25/11/2023 07:20:28,21 151299
25/11/2023 07:20:34,12 174304
25/11/2023 07:20:40,21 175112
25/11/2023 07:20:46,19 165858
25/11/2023 07:20:52,20 166138
25/11/2023 07:20:58,19 163191
25/11/2023 07:21:04,21 158173
25/11/2023 07:21:10,14 158222
25/11/2023 07:21:16,15 157618
25/11/2023 07:21:22,11 155318
25/11/2023 07:21:28,18 154148
25/11/2023 07:21:34,21 167161
25/11/2023 07:21:40,17 166617
25/11/2023 07:21:46,20 172795
25/11/2023 07:21:52,14 169823
25/11/2023 07:21:58,17 169715
25/11/2023 07:22:04,20 160546
25/11/2023 07:22:10,19 171016
25/11/2023 07:22:16,21 169364
25/11/2023 07:22:22,15 169290
25/11/2023 07:22:28,17 169273
25/11/2023 07:22:34,12 169273
25/11/2023 07:22:40,15 165825
25/11/2023 07:22:46,12 166347
25/11/2023 07:22:52,11 166162
25/11/2023 07:22:58,15 166514
25/11/2023 07:23:04,21 160489
