Inicio: 25/11/2023 11:58:48,83 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: unload-async-await.txt
25/11/2023 15:37:22,20 80890
25/11/2023 15:37:28,21 81458
25/11/2023 15:37:34,21 81902
25/11/2023 15:37:40,20 80894
25/11/2023 15:37:46,20 83610
25/11/2023 15:37:52,17 80894
25/11/2023 15:37:58,11 86646
25/11/2023 15:38:03,15 83563
25/11/2023 15:38:09,20 81003
25/11/2023 15:38:15,14 83091
25/11/2023 15:38:20,16 81003
25/11/2023 15:38:26,16 83307
25/11/2023 15:38:32,19 81023
25/11/2023 15:38:38,15 80986
25/11/2023 15:38:44,14 80995
25/11/2023 15:38:50,21 80987
25/11/2023 15:38:56,17 85495
25/11/2023 15:39:02,20 81031
25/11/2023 15:39:08,18 83747
25/11/2023 15:39:14,16 81051
25/11/2023 15:39:19,19 82063
25/11/2023 15:39:25,15 81047
25/11/2023 15:39:31,20 81583
25/11/2023 15:39:37,14 81035
25/11/2023 15:39:42,12 81595
25/11/2023 15:39:47,18 81015
25/11/2023 15:39:53,16 83823
25/11/2023 15:39:58,13 81039
25/11/2023 15:40:03,11 81019
25/11/2023 15:40:09,19 83795
25/11/2023 15:40:15,15 81043
25/11/2023 15:40:20,18 82923
25/11/2023 15:40:26,13 81040
25/11/2023 15:40:31,20 83335
25/11/2023 15:40:37,21 81071
25/11/2023 15:40:43,12 81024
25/11/2023 15:40:48,20 81023
25/11/2023 15:40:54,16 81035
25/11/2023 15:41:00,11 85903
25/11/2023 15:41:05,13 81056
25/11/2023 15:41:10,15 83964
25/11/2023 15:41:15,18 81052
25/11/2023 15:41:21,15 81016
25/11/2023 15:41:27,18 81627
25/11/2023 15:41:33,16 81007
25/11/2023 15:41:39,17 81580
25/11/2023 15:41:45,14 81831
25/11/2023 15:41:50,17 81051
25/11/2023 15:41:56,15 83832
25/11/2023 15:42:02,19 81064
25/11/2023 15:42:08,21 81027
25/11/2023 15:42:14,18 83808
25/11/2023 15:42:20,15 81060
25/11/2023 15:42:26,15 82932
25/11/2023 15:42:32,16 81072
25/11/2023 15:42:37,15 83348
25/11/2023 15:42:42,14 81060
25/11/2023 15:42:47,21 81024
25/11/2023 15:42:53,15 81040
25/11/2023 15:42:59,22 81028
25/11/2023 15:43:05,18 86000
25/11/2023 15:43:11,17 81068
25/11/2023 15:43:16,13 83772
25/11/2023 15:43:21,16 81040
25/11/2023 15:43:27,17 81032
25/11/2023 15:43:33,13 81648
25/11/2023 15:43:38,16 81064
25/11/2023 15:43:44,17 81620
25/11/2023 15:43:50,13 82108
25/11/2023 15:43:55,13 81064
25/11/2023 15:44:00,15 84272
25/11/2023 15:44:06,21 81084
25/11/2023 15:44:12,17 81044
25/11/2023 15:44:18,13 83828
25/11/2023 15:44:23,15 81080
25/11/2023 15:44:29,17 83426
25/11/2023 15:44:35,15 81092
25/11/2023 15:44:40,14 83780
25/11/2023 15:44:45,15 81072
25/11/2023 15:44:50,13 81036
25/11/2023 15:44:55,19 81043
25/11/2023 15:45:01,14 81043
25/11/2023 15:45:06,14 81008
25/11/2023 15:45:11,20 85547
25/11/2023 15:45:17,13 81080
25/11/2023 15:45:23,15 83788
25/11/2023 15:45:29,22 81079
25/11/2023 15:45:35,11 82052
25/11/2023 15:45:41,14 81079
25/11/2023 15:45:46,21 81971
25/11/2023 15:45:52,16 81091
25/11/2023 15:45:58,20 81635
25/11/2023 15:46:04,17 81083
25/11/2023 15:46:10,19 83074
25/11/2023 15:46:16,19 80430
25/11/2023 15:46:22,13 82623
25/11/2023 15:46:27,18 79855
25/11/2023 15:46:33,12 79842
25/11/2023 15:46:38,14 81860
25/11/2023 15:46:43,22 79976
25/11/2023 15:46:49,13 82275
25/11/2023 15:46:54,13 79944
25/11/2023 15:46:59,14 79939
25/11/2023 15:47:04,13 79947
25/11/2023 15:47:09,22 78621
25/11/2023 15:47:15,12 81834
25/11/2023 15:47:20,11 76882
25/11/2023 15:47:25,15 79978
25/11/2023 15:47:31,12 76878
25/11/2023 15:47:36,14 76854
25/11/2023 15:47:41,17 77830
25/11/2023 15:47:47,20 76850
25/11/2023 15:47:53,14 77390
25/11/2023 15:47:58,16 76848
25/11/2023 15:48:03,14 77403
25/11/2023 15:48:08,14 76847
25/11/2023 15:48:13,19 79615
25/11/2023 15:48:19,15 76787
25/11/2023 15:48:25,12 79718
25/11/2023 15:48:30,16 76506
25/11/2023 15:48:35,10 76482
25/11/2023 15:48:40,18 78754
25/11/2023 15:48:46,22 76502
25/11/2023 15:48:52,14 78765
25/11/2023 15:48:58,20 76489
25/11/2023 15:49:04,21 76457
25/11/2023 15:49:10,20 76461
25/11/2023 15:49:16,22 76465
25/11/2023 15:49:22,16 80977
25/11/2023 15:49:28,14 76493
25/11/2023 15:49:33,12 79877
25/11/2023 15:49:38,12 77169
25/11/2023 15:49:43,13 77145
25/11/2023 15:49:49,19 77757
25/11/2023 15:49:55,21 78173
25/11/2023 15:50:01,21 77185
25/11/2023 15:50:07,16 77733
25/11/2023 15:50:13,13 77193
25/11/2023 15:50:19,16 79953
25/11/2023 15:50:24,14 77129
25/11/2023 15:50:29,22 77093
25/11/2023 15:50:35,17 79885
25/11/2023 15:50:41,16 77133
25/11/2023 15:50:46,14 79437
25/11/2023 15:50:51,15 77100
25/11/2023 15:50:56,16 79881
25/11/2023 15:51:02,21 77149
25/11/2023 15:51:08,18 77109
25/11/2023 15:51:14,16 77117
25/11/2023 15:51:20,17 77109
25/11/2023 15:51:26,14 81663
25/11/2023 15:51:31,15 76759
25/11/2023 15:51:36,20 79843
25/11/2023 15:51:42,13 76771
25/11/2023 15:51:48,19 76743
25/11/2023 15:51:54,15 77339
25/11/2023 15:52:00,21 77783
25/11/2023 15:52:06,16 76775
25/11/2023 15:52:11,14 77719
25/11/2023 15:52:16,15 76599
25/11/2023 15:52:22,18 78732
25/11/2023 15:52:28,15 75881
25/11/2023 15:52:34,16 75861
25/11/2023 15:52:40,17 78546
25/11/2023 15:52:46,21 75786
25/11/2023 15:52:52,17 78005
25/11/2023 15:52:58,19 75738
25/11/2023 15:53:04,16 78062
25/11/2023 15:53:10,13 75770
25/11/2023 15:53:15,16 75742
25/11/2023 15:53:20,19 75742
25/11/2023 15:53:26,14 75746
25/11/2023 15:53:31,12 80132
25/11/2023 15:53:36,18 75204
25/11/2023 15:53:42,14 77912
25/11/2023 15:53:47,12 75198
25/11/2023 15:53:52,16 75174
25/11/2023 15:53:58,21 75714
25/11/2023 15:54:04,22 75142
25/11/2023 15:54:10,20 75686
25/11/2023 15:54:16,19 76138
25/11/2023 15:54:22,21 75134
25/11/2023 15:54:28,22 77902
25/11/2023 15:54:34,12 75150
25/11/2023 15:54:40,12 75114
25/11/2023 15:54:45,16 77869
25/11/2023 15:54:51,12 75129
25/11/2023 15:54:56,12 77417
25/11/2023 15:55:01,21 75102
25/11/2023 15:55:07,18 77421
25/11/2023 15:55:13,18 75129
25/11/2023 15:55:19,18 75093
25/11/2023 15:55:25,20 75101
25/11/2023 15:55:31,18 75093
25/11/2023 15:55:37,17 79969
25/11/2023 15:55:43,18 75233
25/11/2023 15:55:49,17 77941
25/11/2023 15:55:55,14 75237
25/11/2023 15:56:00,13 75201
25/11/2023 15:56:06,21 75802
25/11/2023 15:56:12,20 76190
25/11/2023 15:56:18,16 75234
25/11/2023 15:56:24,16 75798
25/11/2023 15:56:30,22 75230
25/11/2023 15:56:36,16 77484
25/11/2023 15:56:42,15 74716
25/11/2023 15:56:48,15 77428
25/11/2023 15:56:53,15 74720
25/11/2023 15:56:58,12 74668
25/11/2023 15:57:03,18 76572
25/11/2023 15:57:09,15 74720
25/11/2023 15:57:15,13 77008
25/11/2023 15:57:20,14 74716
25/11/2023 15:57:25,15 74688
25/11/2023 15:57:30,13 74688
25/11/2023 15:57:35,13 74692
25/11/2023 15:57:41,17 79636
25/11/2023 15:57:47,15 74724
25/11/2023 15:57:53,10 77420
25/11/2023 15:57:58,16 74716
25/11/2023 15:58:03,17 74684
25/11/2023 15:58:09,20 75292
25/11/2023 15:58:15,15 74716
25/11/2023 15:58:20,22 75260
25/11/2023 15:58:26,12 75728
25/11/2023 15:58:32,16 74724
25/11/2023 15:58:38,14 77484
25/11/2023 15:58:43,11 74728
25/11/2023 15:58:48,16 74684
25/11/2023 15:58:54,11 77484
25/11/2023 15:59:00,19 74728
25/11/2023 15:59:06,16 77012
25/11/2023 15:59:11,21 74720
25/11/2023 15:59:17,17 77536
25/11/2023 15:59:23,13 74736
25/11/2023 15:59:29,12 74696
25/11/2023 15:59:34,17 74700
25/11/2023 15:59:40,17 74704
25/11/2023 15:59:46,22 79648
25/11/2023 15:59:52,19 74732
25/11/2023 15:59:58,19 77464
25/11/2023 16:00:04,16 74760
25/11/2023 16:00:09,20 74724
25/11/2023 16:00:15,16 75328
25/11/2023 16:00:20,18 74760
25/11/2023 16:00:26,13 75724
25/11/2023 16:00:31,15 76148
25/11/2023 16:00:36,15 75168
25/11/2023 16:00:41,18 78472
25/11/2023 16:00:47,18 75184
25/11/2023 16:00:53,16 75148
25/11/2023 16:00:58,17 78216
25/11/2023 16:01:04,17 75144
25/11/2023 16:01:10,15 75132
25/11/2023 16:01:15,14 77048
25/11/2023 16:01:20,19 75168
25/11/2023 16:01:26,16 77488
25/11/2023 16:01:32,19 75176
25/11/2023 16:01:38,14 75144
25/11/2023 16:01:43,21 75148
25/11/2023 16:01:49,16 75148
25/11/2023 16:01:55,14 79644
25/11/2023 16:02:00,22 75180
25/11/2023 16:02:06,14 77884
25/11/2023 16:02:12,13 75176
25/11/2023 16:02:17,19 76144
25/11/2023 16:02:23,17 75184
25/11/2023 16:02:29,15 75732
25/11/2023 16:02:35,18 75188
25/11/2023 16:02:41,17 75732
25/11/2023 16:02:47,19 78420
25/11/2023 16:02:53,17 75184
25/11/2023 16:02:59,15 75148
25/11/2023 16:03:04,20 77900
25/11/2023 16:03:10,17 75180
25/11/2023 16:03:16,12 75144
25/11/2023 16:03:21,15 76948
25/11/2023 16:03:27,17 77824
25/11/2023 16:03:33,21 75072
25/11/2023 16:03:39,16 75036
25/11/2023 16:03:45,16 75044
25/11/2023 16:03:51,16 75032
25/11/2023 16:03:57,15 79988
25/11/2023 16:04:03,16 75080
25/11/2023 16:04:09,13 77792
25/11/2023 16:04:14,11 75096
25/11/2023 16:04:19,19 75056
25/11/2023 16:04:25,21 75664
25/11/2023 16:04:31,13 75088
25/11/2023 16:04:36,15 75412
25/11/2023 16:04:41,13 74868
25/11/2023 16:04:47,18 75424
25/11/2023 16:04:53,14 77972
25/11/2023 16:04:58,20 74876
25/11/2023 16:05:04,15 74860
25/11/2023 16:05:09,13 77612
25/11/2023 16:05:15,11 74880
25/11/2023 16:05:20,20 74848
25/11/2023 16:05:26,14 76808
25/11/2023 16:05:31,21 74932
25/11/2023 16:05:37,19 77125
25/11/2023 16:05:43,18 74801
25/11/2023 16:05:49,18 74769
25/11/2023 16:05:55,17 74777
25/11/2023 16:06:01,14 74773
25/11/2023 16:06:06,21 79281
25/11/2023 16:06:12,14 77941
25/11/2023 16:06:17,16 74801
25/11/2023 16:06:22,15 74761
25/11/2023 16:06:28,17 75737
25/11/2023 16:06:34,16 74805
25/11/2023 16:06:39,21 75381
25/11/2023 16:06:45,15 74837
25/11/2023 16:06:51,11 75381
25/11/2023 16:06:56,15 74821
25/11/2023 16:07:01,14 77573
25/11/2023 16:07:06,15 74825
25/11/2023 16:07:12,12 78073
25/11/2023 16:07:17,16 74865
25/11/2023 16:07:23,20 74837
25/11/2023 16:07:29,15 76741
25/11/2023 16:07:35,11 74857
25/11/2023 16:07:40,14 77145
25/11/2023 16:07:45,21 74873
25/11/2023 16:07:51,15 74829
25/11/2023 16:07:57,14 74837
25/11/2023 16:08:03,14 74841
25/11/2023 16:08:09,19 79345
25/11/2023 16:08:15,12 74877
25/11/2023 16:08:20,15 77565
25/11/2023 16:08:25,12 74865
25/11/2023 16:08:30,15 74825
25/11/2023 16:08:35,16 75433
25/11/2023 16:08:41,15 74865
25/11/2023 16:08:46,15 75421
25/11/2023 16:08:52,14 75993
25/11/2023 16:08:58,15 74885
25/11/2023 16:09:04,19 77649
25/11/2023 16:09:10,20 74861
25/11/2023 16:09:16,21 74853
25/11/2023 16:09:22,16 77633
25/11/2023 16:09:28,22 74889
25/11/2023 16:09:34,16 76761
25/11/2023 16:09:40,13 74889
25/11/2023 16:09:45,16 77177
25/11/2023 16:09:50,19 74881
25/11/2023 16:09:56,21 74861
25/11/2023 16:10:02,19 74865
25/11/2023 16:10:08,13 74865
25/11/2023 16:10:14,11 79629
25/11/2023 16:10:20,11 74897
25/11/2023 16:10:25,15 77613
25/11/2023 16:10:30,17 74897
25/11/2023 16:10:36,17 74869
25/11/2023 16:10:42,16 75473
25/11/2023 16:10:48,16 75881
25/11/2023 16:10:54,14 74909
25/11/2023 16:10:59,16 75461
25/11/2023 16:11:05,21 74901
25/11/2023 16:11:11,19 77629
25/11/2023 16:11:17,17 74889
25/11/2023 16:11:23,15 78125
25/11/2023 16:11:28,15 74889
25/11/2023 16:11:34,17 74885
25/11/2023 16:11:40,16 76781
25/11/2023 16:11:45,16 74901
25/11/2023 16:11:51,17 77221
25/11/2023 16:11:57,16 74917
25/11/2023 16:12:02,16 74873
25/11/2023 16:12:07,16 74881
25/11/2023 16:12:12,17 74869
25/11/2023 16:12:18,14 79805
25/11/2023 16:12:24,19 74905
25/11/2023 16:12:30,12 77613
25/11/2023 16:12:35,14 74897
25/11/2023 16:12:40,16 74873
25/11/2023 16:12:46,14 75473
25/11/2023 16:12:52,16 74913
25/11/2023 16:12:58,15 75453
25/11/2023 16:13:04,18 75489
25/11/2023 16:13:10,18 74905
25/11/2023 16:13:16,21 77634
25/11/2023 16:13:22,16 74905
25/11/2023 16:13:28,21 78205
25/11/2023 16:13:34,12 75013
25/11/2023 16:13:40,19 74973
25/11/2023 16:13:46,18 76885
25/11/2023 16:13:52,19 75009
25/11/2023 16:13:58,20 77309
25/11/2023 16:14:04,19 75013
25/11/2023 16:14:10,17 74981
25/11/2023 16:14:16,15 74989
25/11/2023 16:14:21,17 74981
25/11/2023 16:14:27,17 79477
25/11/2023 16:14:33,17 78185
25/11/2023 16:14:39,15 75009
25/11/2023 16:14:44,17 74993
25/11/2023 16:14:50,13 75597
25/11/2023 16:14:55,16 75017
25/11/2023 16:15:00,18 75565
25/11/2023 16:15:06,18 75017
25/11/2023 16:15:12,15 75577
25/11/2023 16:15:18,15 78217
25/11/2023 16:15:23,18 75009
25/11/2023 16:15:29,16 74993
25/11/2023 16:15:35,18 77781
25/11/2023 16:15:41,21 75017
25/11/2023 16:15:47,14 74993
25/11/2023 16:15:53,14 76905
25/11/2023 16:15:58,15 77853
25/11/2023 16:16:04,15 75033
25/11/2023 16:16:09,14 74989
25/11/2023 16:16:14,18 75001
25/11/2023 16:16:20,14 74993
25/11/2023 16:16:25,16 74997
25/11/2023 16:16:31,16 80065
25/11/2023 16:16:37,15 75581
25/11/2023 16:16:43,19 78281
25/11/2023 16:16:49,22 75577
25/11/2023 16:16:55,21 76385
25/11/2023 16:17:01,17 75809
25/11/2023 16:17:07,16 76325
25/11/2023 16:17:13,21 76837
25/11/2023 16:17:19,19 76128
25/11/2023 16:17:25,16 78929
25/11/2023 16:17:31,11 76170
25/11/2023 16:17:36,15 76153
25/11/2023 16:17:41,16 78929
25/11/2023 16:17:46,13 76174
25/11/2023 16:17:51,14 76141
25/11/2023 16:17:56,13 78053
25/11/2023 16:18:01,14 76178
25/11/2023 16:18:06,17 78497
25/11/2023 16:18:12,17 76190
25/11/2023 16:18:18,12 76158
25/11/2023 16:18:23,18 76154
25/11/2023 16:18:29,15 76153
25/11/2023 16:18:34,16 80993
25/11/2023 16:18:40,16 76221
25/11/2023 16:18:46,17 78933
25/11/2023 16:18:52,14 76225
25/11/2023 16:18:58,13 76716
25/11/2023 16:19:03,22 76226
25/11/2023 16:19:09,13 76973
25/11/2023 16:19:15,16 76217
25/11/2023 16:19:20,18 76989
25/11/2023 16:19:26,17 76233
25/11/2023 16:19:32,15 78977
25/11/2023 16:19:38,17 76233
25/11/2023 16:19:44,21 79441
25/11/2023 16:19:50,21 76229
25/11/2023 16:19:56,20 76205
25/11/2023 16:20:02,22 78109
25/11/2023 16:20:08,21 106630
25/11/2023 16:20:14,21 78201
25/11/2023 16:20:20,18 76213
25/11/2023 16:20:26,13 76209
25/11/2023 16:20:31,17 76197
25/11/2023 16:20:37,17 76209
25/11/2023 16:20:43,12 80725
25/11/2023 16:20:49,16 79405
25/11/2023 16:20:55,17 76266
25/11/2023 16:21:01,19 76193
25/11/2023 16:21:07,20 76817
25/11/2023 16:21:13,12 76253
25/11/2023 16:21:18,13 76790
25/11/2023 16:21:23,14 76250
25/11/2023 16:21:28,17 76928
25/11/2023 16:21:34,15 79616
25/11/2023 16:21:39,15 76392
25/11/2023 16:21:44,13 76356
25/11/2023 16:21:49,14 79568
25/11/2023 16:21:55,17 76404
25/11/2023 16:22:01,17 76376
25/11/2023 16:22:07,19 78267
25/11/2023 16:22:13,22 76391
25/11/2023 16:22:19,18 78675
25/11/2023 16:22:25,19 76407
25/11/2023 16:22:31,17 76363
25/11/2023 16:22:37,19 76371
25/11/2023 16:22:43,11 76363
25/11/2023 16:22:48,15 81995
25/11/2023 16:22:54,16 79547
25/11/2023 16:23:00,20 76395
25/11/2023 16:23:06,19 76359
25/11/2023 16:23:12,20 76970
25/11/2023 16:23:18,16 76399
25/11/2023 16:23:24,18 76947
25/11/2023 16:23:30,19 76979
25/11/2023 16:23:36,20 76402
25/11/2023 16:23:42,18 79210
25/11/2023 16:23:48,16 76446
25/11/2023 16:23:54,19 79655
25/11/2023 16:24:00,17 76451
25/11/2023 16:24:06,14 76426
25/11/2023 16:24:12,15 78331
25/11/2023 16:24:17,15 76451
25/11/2023 16:24:22,17 78759
25/11/2023 16:24:28,15 76459
25/11/2023 16:24:33,13 76423
25/11/2023 16:24:38,12 76431
25/11/2023 16:24:43,15 76376
25/11/2023 16:24:49,18 81223
25/11/2023 16:24:55,21 76458
25/11/2023 16:25:01,12 79159
25/11/2023 16:25:06,14 76451
25/11/2023 16:25:11,12 76411
25/11/2023 16:25:16,12 77023
25/11/2023 16:25:21,13 76443
25/11/2023 16:25:26,17 76995
25/11/2023 16:25:32,21 76459
25/11/2023 16:25:38,11 77014
25/11/2023 16:25:44,17 79690
25/11/2023 16:25:50,17 76462
25/11/2023 16:25:56,14 76434
25/11/2023 16:26:02,17 79210
25/11/2023 16:26:08,18 76470
25/11/2023 16:26:14,15 78762
25/11/2023 16:26:20,15 76462
25/11/2023 16:26:26,16 78778
25/11/2023 16:26:32,18 76443
25/11/2023 16:26:38,18 76454
25/11/2023 16:26:44,17 76454
25/11/2023 16:26:50,22 76446
25/11/2023 16:26:56,13 80954
25/11/2023 16:27:02,13 76482
25/11/2023 16:27:07,14 79182
25/11/2023 16:27:12,15 76481
25/11/2023 16:27:17,16 76453
25/11/2023 16:27:23,16 77060
25/11/2023 16:27:29,16 77477
25/11/2023 16:27:35,18 76496
25/11/2023 16:27:41,14 77308
25/11/2023 16:27:47,20 76745
25/11/2023 16:27:53,20 79545
25/11/2023 16:27:59,22 76784
25/11/2023 16:28:05,21 79537
25/11/2023 16:28:11,21 76785
25/11/2023 16:28:17,11 76765
25/11/2023 16:28:22,14 78625
25/11/2023 16:28:27,17 76772
25/11/2023 16:28:33,13 79077
25/11/2023 16:28:39,19 76789
25/11/2023 16:28:45,13 76756
25/11/2023 16:28:50,15 76757
25/11/2023 16:28:56,17 76760
25/11/2023 16:29:02,18 81319
25/11/2023 16:29:08,17 76843
25/11/2023 16:29:14,17 79544
25/11/2023 16:29:20,13 76832
25/11/2023 16:29:26,17 77756
25/11/2023 16:29:32,19 76835
25/11/2023 16:29:38,18 77388
25/11/2023 16:29:44,21 77931
25/11/2023 16:29:50,21 76840
25/11/2023 16:29:56,20 80116
25/11/2023 16:30:02,22 76932
25/11/2023 16:30:08,16 76899
25/11/2023 16:30:14,19 79660
25/11/2023 16:30:20,17 76919
25/11/2023 16:30:26,22 79155
25/11/2023 16:30:32,15 76924
25/11/2023 16:30:38,16 79216
25/11/2023 16:30:44,18 76927
25/11/2023 16:30:50,19 76891
25/11/2023 16:30:56,19 76908
25/11/2023 16:31:02,13 76892
25/11/2023 16:31:08,17 81412
25/11/2023 16:31:14,17 81618
25/11/2023 16:31:20,18 79420
25/11/2023 16:31:26,17 76972
25/11/2023 16:31:32,21 77568
25/11/2023 16:31:38,20 77004
25/11/2023 16:31:44,12 77556
25/11/2023 16:31:49,18 78667
25/11/2023 16:31:55,20 77300
25/11/2023 16:32:01,21 79752
25/11/2023 16:32:07,13 77004
25/11/2023 16:32:13,12 76968
25/11/2023 16:32:18,14 79748
25/11/2023 16:32:24,15 77000
25/11/2023 16:32:30,22 79308
25/11/2023 16:32:36,12 77000
25/11/2023 16:32:41,17 79445
25/11/2023 16:32:47,20 77141
25/11/2023 16:32:53,19 77105
25/11/2023 16:32:59,21 77113
25/11/2023 16:33:05,18 77108
25/11/2023 16:33:11,21 81876
25/11/2023 16:33:17,21 77128
25/11/2023 16:33:23,21 79841
25/11/2023 16:33:29,14 77133
25/11/2023 16:33:35,22 78089
25/11/2023 16:33:41,12 77129
25/11/2023 16:33:46,12 77896
25/11/2023 16:33:51,12 77089
25/11/2023 16:33:57,16 77688
25/11/2023 16:34:03,15 77121
25/11/2023 16:34:09,11 79888
25/11/2023 16:34:14,17 77128
25/11/2023 16:34:20,14 81356
25/11/2023 16:34:25,17 78168
25/11/2023 16:34:31,14 78149
25/11/2023 16:34:37,16 80064
25/11/2023 16:34:43,16 78165
25/11/2023 16:34:48,15 80465
25/11/2023 16:34:53,18 78169
25/11/2023 16:34:59,19 78152
25/11/2023 16:35:05,12 78157
25/11/2023 16:35:10,12 78136
25/11/2023 16:35:15,15 81997
25/11/2023 16:35:20,14 78173
25/11/2023 16:35:25,16 81341
25/11/2023 16:35:31,18 78188
25/11/2023 16:35:37,16 78165
25/11/2023 16:35:43,21 78749
25/11/2023 16:35:49,18 78181
25/11/2023 16:35:55,19 78737
25/11/2023 16:36:01,17 79209
25/11/2023 16:36:07,18 78188
25/11/2023 16:36:13,19 80953
25/11/2023 16:36:19,17 78192
25/11/2023 16:36:25,14 81469
25/11/2023 16:36:30,14 78189
25/11/2023 16:36:35,14 78161
25/11/2023 16:36:40,18 80464
25/11/2023 16:36:46,17 78201
25/11/2023 16:36:52,18 80509
25/11/2023 16:36:58,18 78209
25/11/2023 16:37:04,15 78169
25/11/2023 16:37:10,15 78181
25/11/2023 16:37:15,18 78173
25/11/2023 16:37:21,22 82669
25/11/2023 16:37:27,19 78197
25/11/2023 16:37:33,12 80893
25/11/2023 16:37:38,16 78201
25/11/2023 16:37:44,15 78173
25/11/2023 16:37:50,18 78781
25/11/2023 16:37:56,17 78777
25/11/2023 16:38:02,14 78205
25/11/2023 16:38:08,19 78769
25/11/2023 16:38:14,19 78201
25/11/2023 16:38:20,22 80957
25/11/2023 16:38:26,20 78205
25/11/2023 16:38:32,21 81403
25/11/2023 16:38:38,22 78363
25/11/2023 16:38:44,13 78331
25/11/2023 16:38:49,14 80231
25/11/2023 16:38:54,16 78347
25/11/2023 16:39:00,20 80655
25/11/2023 16:39:06,20 78379
25/11/2023 16:39:12,21 78331
25/11/2023 16:39:18,22 78304
25/11/2023 16:39:24,13 78319
25/11/2023 16:39:29,17 82811
25/11/2023 16:39:35,17 83033
25/11/2023 16:39:41,20 80795
25/11/2023 16:39:47,13 78339
25/11/2023 16:39:53,16 78931
25/11/2023 16:39:59,12 78359
25/11/2023 16:40:04,16 78911
25/11/2023 16:40:10,17 78367
25/11/2023 16:40:16,20 78899
25/11/2023 16:40:22,13 81223
25/11/2023 16:40:28,12 78451
25/11/2023 16:40:33,19 78407
25/11/2023 16:40:39,15 81199
25/11/2023 16:40:45,20 78447
25/11/2023 16:40:51,19 80691
25/11/2023 16:40:57,17 78447
25/11/2023 16:41:03,17 80779
25/11/2023 16:41:09,16 78439
25/11/2023 16:41:15,14 78431
25/11/2023 16:41:20,14 78431
25/11/2023 16:41:25,15 78427
25/11/2023 16:41:30,17 78427
25/11/2023 16:41:36,13 82758
25/11/2023 16:41:41,15 81442
25/11/2023 16:41:47,15 78278
25/11/2023 16:41:52,17 78242
25/11/2023 16:41:58,15 78858
25/11/2023 16:42:04,17 78270
25/11/2023 16:42:10,18 78826
25/11/2023 16:42:16,20 79294
25/11/2023 16:42:22,18 78274
25/11/2023 16:42:28,17 81050
25/11/2023 16:42:34,15 78286
25/11/2023 16:42:40,17 78254
25/11/2023 16:42:46,18 80998
25/11/2023 16:42:52,17 78278
25/11/2023 16:42:58,17 80131
25/11/2023 16:43:04,17 78282
25/11/2023 16:43:10,19 80582
25/11/2023 16:43:16,20 78282
25/11/2023 16:43:22,16 78254
25/11/2023 16:43:28,14 78266
25/11/2023 16:43:34,15 78250
25/11/2023 16:43:40,19 83299
25/11/2023 16:43:46,19 81499
25/11/2023 16:43:52,17 78383
25/11/2023 16:43:58,13 78359
25/11/2023 16:44:03,15 78947
25/11/2023 16:44:09,18 78387
25/11/2023 16:44:15,17 78707
25/11/2023 16:44:21,16 79160
25/11/2023 16:44:27,20 78152
25/11/2023 16:44:33,22 80912
25/11/2023 16:44:39,22 78159
25/11/2023 16:44:45,19 78123
25/11/2023 16:44:51,19 80861
25/11/2023 16:44:57,20 78136
25/11/2023 16:45:03,19 80020
25/11/2023 16:45:09,18 78144
25/11/2023 16:45:15,13 80460
25/11/2023 16:45:20,15 78136
25/11/2023 16:45:26,17 78129
25/11/2023 16:45:32,20 78117
25/11/2023 16:45:38,19 78121
25/11/2023 16:45:44,20 82605
25/11/2023 16:45:50,22 78144
25/11/2023 16:45:56,13 80848
25/11/2023 16:46:02,15 78144
25/11/2023 16:46:08,16 78724
25/11/2023 16:46:14,15 78152
25/11/2023 16:46:20,12 78696
25/11/2023 16:46:25,13 78148
25/11/2023 16:46:30,15 78696
25/11/2023 16:46:35,15 78148
25/11/2023 16:46:41,17 81344
25/11/2023 16:46:47,18 78604
25/11/2023 16:46:53,15 81752
25/11/2023 16:46:59,17 79003
25/11/2023 16:47:05,16 78975
25/11/2023 16:47:11,17 80077
25/11/2023 16:47:17,19 80316
25/11/2023 16:47:23,17 77972
25/11/2023 16:47:29,17 77956
25/11/2023 16:47:35,17 77955
25/11/2023 16:47:41,17 77947
25/11/2023 16:47:47,17 82858
25/11/2023 16:47:53,16 77958
25/11/2023 16:47:59,17 80574
25/11/2023 16:48:05,17 77882
25/11/2023 16:48:11,16 84212
25/11/2023 16:48:17,19 78142
25/11/2023 16:48:23,19 78427
25/11/2023 16:48:29,16 77874
25/11/2023 16:48:35,14 78438
25/11/2023 16:48:40,17 77874
25/11/2023 16:48:46,17 80650
25/11/2023 16:48:52,13 77882
25/11/2023 16:48:57,14 81113
25/11/2023 16:49:03,15 77881
25/11/2023 16:49:09,16 77857
25/11/2023 16:49:15,17 79761
25/11/2023 16:49:21,16 77881
25/11/2023 16:49:27,19 79983
25/11/2023 16:49:33,19 77683
25/11/2023 16:49:39,22 77659
25/11/2023 16:49:45,15 77663
25/11/2023 16:49:50,16 77651
25/11/2023 16:49:56,17 82175
25/11/2023 16:50:02,15 80851
25/11/2023 16:50:07,18 77695
25/11/2023 16:50:13,19 77671
25/11/2023 16:50:19,18 78231
25/11/2023 16:50:25,20 77687
25/11/2023 16:50:31,22 78235
25/11/2023 16:50:37,16 78655
25/11/2023 16:50:43,14 77691
25/11/2023 16:50:48,16 80711
25/11/2023 16:50:54,19 77699
25/11/2023 16:51:00,21 77679
