Inicio: 23/11/2023 16:00:57,08 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: prevent-not-rendering.txt
23/11/2023 20:43:41,17 129924
23/11/2023 20:43:52,14 132620
23/11/2023 20:44:03,22 136386
23/11/2023 20:44:14,18 137415
23/11/2023 20:44:25,20 137408
23/11/2023 20:44:36,15 137015
23/11/2023 20:44:47,12 137002
23/11/2023 20:44:58,17 135898
23/11/2023 20:45:09,18 135260
23/11/2023 20:45:20,16 128593
23/11/2023 20:45:31,16 138789
23/11/2023 20:45:42,11 97290
23/11/2023 20:45:53,16 90510
23/11/2023 20:46:04,19 92326
23/11/2023 20:46:15,19 81062
23/11/2023 20:46:26,18 82282
23/11/2023 20:46:37,18 82262
23/11/2023 20:46:48,22 114117
23/11/2023 20:46:59,12 114801
23/11/2023 20:47:10,18 119034
23/11/2023 20:47:21,18 120826
23/11/2023 20:47:32,17 125216
23/11/2023 20:47:43,18 131428
23/11/2023 20:47:54,12 132680
23/11/2023 20:48:05,16 132637
23/11/2023 20:48:16,12 131992
23/11/2023 20:48:27,21 132000
23/11/2023 20:48:38,18 132013
23/11/2023 20:48:49,19 130361
23/11/2023 20:49:00,16 129289
23/11/2023 20:49:11,17 129281
23/11/2023 20:49:22,13 127965
23/11/2023 20:49:33,16 86044
23/11/2023 20:49:44,20 86642
23/11/2023 20:49:55,12 87388
23/11/2023 20:50:05,12 78702
23/11/2023 20:50:16,20 79860
23/11/2023 20:50:27,15 79886
23/11/2023 20:50:38,16 122289
23/11/2023 20:50:49,10 124501
23/11/2023 20:51:00,22 128639
23/11/2023 20:51:05,69 130095
23/11/2023 20:51:16,14 133949
23/11/2023 20:51:27,22 136803
23/11/2023 20:51:38,17 140458
23/11/2023 20:51:49,17 141604
23/11/2023 20:52:00,15 141602
23/11/2023 20:52:11,22 141630
23/11/2023 20:52:22,12 141664
23/11/2023 20:52:33,15 140560
23/11/2023 20:52:44,12 139940
23/11/2023 20:52:55,18 139924
23/11/2023 20:53:06,21 127116
23/11/2023 20:53:17,20 85696
23/11/2023 20:53:28,22 87754
23/11/2023 20:53:39,15 89217
23/11/2023 20:53:50,13 77949
23/11/2023 20:54:01,18 79145
23/11/2023 20:54:12,20 79140
23/11/2023 20:54:23,18 111193
23/11/2023 20:54:34,16 111993
23/11/2023 20:54:45,20 116389
23/11/2023 20:54:56,19 118259
23/11/2023 20:55:07,12 122579
23/11/2023 20:55:18,12 125212
23/11/2023 20:55:29,12 126002
23/11/2023 20:55:40,13 124932
23/11/2023 20:55:51,17 124902
23/11/2023 20:56:02,15 124908
23/11/2023 20:56:13,15 124102
23/11/2023 20:56:24,17 122608
23/11/2023 20:56:35,19 122524
23/11/2023 20:56:46,16 122524
23/11/2023 20:56:57,19 119419
23/11/2023 20:57:08,21 77383
23/11/2023 20:57:19,19 79559
23/11/2023 20:57:30,20 75379
23/11/2023 20:57:41,21 76242
23/11/2023 20:57:52,18 77376
23/11/2023 20:58:03,16 77367
23/11/2023 20:58:14,18 121097
23/11/2023 20:58:25,22 122565
23/11/2023 20:58:36,18 127174
23/11/2023 20:58:47,19 130466
23/11/2023 20:58:58,17 132127
23/11/2023 20:59:09,21 139215
23/11/2023 20:59:20,13 139985
23/11/2023 20:59:31,22 139978
23/11/2023 20:59:42,21 139938
23/11/2023 20:59:53,21 139982
23/11/2023 21:00:04,22 139461
23/11/2023 21:00:15,16 138131
23/11/2023 21:00:26,15 138084
23/11/2023 21:00:37,16 137873
23/11/2023 21:00:48,19 91481
23/11/2023 21:00:59,12 94864
23/11/2023 21:01:10,16 95775
23/11/2023 21:01:21,11 75154
23/11/2023 21:01:32,18 106827
23/11/2023 21:01:43,22 106042
23/11/2023 21:01:54,21 112480
23/11/2023 21:02:05,17 114182
23/11/2023 21:02:16,14 107924
23/11/2023 21:02:27,22 112670
23/11/2023 21:02:38,12 116714
23/11/2023 21:02:49,13 118170
23/11/2023 21:03:00,15 123327
23/11/2023 21:03:11,21 124224
23/11/2023 21:03:22,19 124065
23/11/2023 21:03:33,19 124007
23/11/2023 21:03:44,13 124057
23/11/2023 21:03:55,12 123739
23/11/2023 21:04:06,18 122902
23/11/2023 21:04:17,13 122901
23/11/2023 21:04:28,19 122784
23/11/2023 21:04:39,13 88839
23/11/2023 21:04:50,12 107650
23/11/2023 21:05:01,17 81598
23/11/2023 21:05:12,14 97620
23/11/2023 21:05:23,19 97657
23/11/2023 21:05:34,21 96915
23/11/2023 21:05:45,18 100710
23/11/2023 21:05:56,20 101771
23/11/2023 21:06:07,14 105181
23/11/2023 21:06:18,18 107726
23/11/2023 21:06:29,17 111969
23/11/2023 21:06:40,14 117341
23/11/2023 21:06:51,20 118538
23/11/2023 21:07:02,21 118356
23/11/2023 21:07:13,20 118333
23/11/2023 21:07:24,20 117974
23/11/2023 21:07:35,20 118036
23/11/2023 21:07:46,18 116860
23/11/2023 21:07:57,15 116620
23/11/2023 21:08:08,12 116616
23/11/2023 21:08:19,16 122084
23/11/2023 21:08:30,16 80350
23/11/2023 21:08:41,15 82497
23/11/2023 21:08:52,16 94448
23/11/2023 21:09:03,16 77410
23/11/2023 21:09:14,12 78564
23/11/2023 21:09:25,15 78572
23/11/2023 21:09:36,12 99801
23/11/2023 21:09:47,13 101749
23/11/2023 21:09:58,11 106082
23/11/2023 21:10:09,14 108686
23/11/2023 21:10:20,21 110570
23/11/2023 21:10:31,21 114062
23/11/2023 21:10:42,13 114508
23/11/2023 21:10:53,17 114464
23/11/2023 21:11:04,21 114440
23/11/2023 21:11:15,17 114509
23/11/2023 21:11:26,17 114595
23/11/2023 21:11:37,21 113174
23/11/2023 21:11:49,13 113166
23/11/2023 21:12:00,16 113123
23/11/2023 21:12:11,13 80066
23/11/2023 21:12:22,18 85037
23/11/2023 21:12:27,06 85168
23/11/2023 21:12:30,01 84896
23/11/2023 21:12:40,17 96438
23/11/2023 21:12:51,21 78884
23/11/2023 21:13:02,17 80033
23/11/2023 21:13:13,22 80013
23/11/2023 21:13:24,12 98808
23/11/2023 21:13:35,16 100448
23/11/2023 21:13:46,20 104900
23/11/2023 21:13:57,14 107876
23/11/2023 21:14:08,15 109697
23/11/2023 21:14:19,14 116386
23/11/2023 21:14:30,15 117091
23/11/2023 21:14:41,19 117043
23/11/2023 21:14:52,12 117025
23/11/2023 21:15:03,14 117065
23/11/2023 21:15:14,18 116754
23/11/2023 21:15:25,22 115376
23/11/2023 21:15:36,15 115345
23/11/2023 21:15:47,19 115357
23/11/2023 21:15:58,20 79530
23/11/2023 21:16:09,14 96193
23/11/2023 21:16:20,18 97245
23/11/2023 21:16:31,14 85666
23/11/2023 21:16:42,12 77169
23/11/2023 21:16:53,14 78296
23/11/2023 21:17:04,20 76979
23/11/2023 21:17:15,16 74225
23/11/2023 21:17:26,20 74188
23/11/2023 21:17:37,15 74171
23/11/2023 21:17:48,14 74003
23/11/2023 21:17:59,18 73954
23/11/2023 21:18:10,17 73330
23/11/2023 21:18:21,23 73330
23/11/2023 21:18:32,21 73342
23/11/2023 21:18:43,16 73334
23/11/2023 21:18:54,21 73342
23/11/2023 21:19:05,21 73330
23/11/2023 21:19:16,22 73342
23/11/2023 21:19:27,19 73283
23/11/2023 21:19:38,18 73259
23/11/2023 21:19:49,14 81409
23/11/2023 21:20:00,12 81820
23/11/2023 21:20:11,19 80989
23/11/2023 21:20:22,19 81128
23/11/2023 21:20:33,17 78808
23/11/2023 21:20:44,20 78768
23/11/2023 21:20:55,22 82784
23/11/2023 21:21:06,16 79504
23/11/2023 21:21:17,17 79436
23/11/2023 21:21:28,17 79464
23/11/2023 21:21:39,22 79464
23/11/2023 21:21:50,14 79459
23/11/2023 21:22:01,11 79451
23/11/2023 21:22:12,20 79454
23/11/2023 21:22:23,12 79454
23/11/2023 21:22:33,12 79450
23/11/2023 21:22:44,19 79450
23/11/2023 21:22:55,19 79430
23/11/2023 21:23:06,19 79434
23/11/2023 21:23:17,13 79442
23/11/2023 21:23:28,20 83593
23/11/2023 21:23:39,13 80057
23/11/2023 21:23:50,12 83101
23/11/2023 21:24:01,21 82509
23/11/2023 21:24:12,11 83165
23/11/2023 21:24:23,22 80849
23/11/2023 21:24:34,22 80781
23/11/2023 21:24:45,12 84075
23/11/2023 21:24:56,14 80676
23/11/2023 21:25:07,16 79165
23/11/2023 21:25:18,17 78546
23/11/2023 21:25:29,13 77171
23/11/2023 21:25:40,19 77130
23/11/2023 21:25:51,16 77108
23/11/2023 21:26:02,13 77112
23/11/2023 21:26:13,14 77076
23/11/2023 21:26:24,13 77104
23/11/2023 21:26:35,16 77100
23/11/2023 21:26:45,21 77096
23/11/2023 21:26:56,13 77100
23/11/2023 21:27:07,13 77108
23/11/2023 21:27:18,22 75329
23/11/2023 21:27:29,12 76081
23/11/2023 21:27:40,20 72421
23/11/2023 21:27:51,11 74476
23/11/2023 21:28:02,14 74993
23/11/2023 21:28:13,18 72655
23/11/2023 21:28:24,20 77334
23/11/2023 21:28:35,18 73618
23/11/2023 21:28:46,12 73568
23/11/2023 21:28:57,12 73572
23/11/2023 21:29:08,17 73566
23/11/2023 21:29:19,16 73570
23/11/2023 21:29:30,17 73560
23/11/2023 21:29:41,14 73536
23/11/2023 21:29:52,20 73556
23/11/2023 21:30:03,17 73560
23/11/2023 21:30:14,14 73548
23/11/2023 21:30:25,15 73552
23/11/2023 21:30:35,14 73540
23/11/2023 21:30:46,18 73552
23/11/2023 21:30:57,21 73548
23/11/2023 21:31:08,21 77196
23/11/2023 21:31:19,15 77129
23/11/2023 21:31:30,21 74251
23/11/2023 21:31:41,12 79505
23/11/2023 21:31:52,14 74973
23/11/2023 21:32:03,17 74929
23/11/2023 21:32:14,21 78293
23/11/2023 21:32:25,20 75105
23/11/2023 21:32:36,21 75077
23/11/2023 21:32:47,22 75073
23/11/2023 21:32:58,16 75077
23/11/2023 21:33:09,13 75000
23/11/2023 21:33:20,18 74539
23/11/2023 21:33:31,19 74596
23/11/2023 21:33:42,15 74600
23/11/2023 21:33:53,15 74592
23/11/2023 21:34:04,17 74600
23/11/2023 21:34:15,16 74596
23/11/2023 21:34:26,12 74604
23/11/2023 21:34:37,17 74600
23/11/2023 21:34:48,14 77912
23/11/2023 21:34:59,21 74528
23/11/2023 21:35:10,19 77245
23/11/2023 21:35:21,20 76393
23/11/2023 21:35:32,16 77590
23/11/2023 21:35:43,14 74689
23/11/2023 21:35:54,22 74551
23/11/2023 21:36:05,21 77615
23/11/2023 21:36:16,12 74431
23/11/2023 21:36:26,15 74391
23/11/2023 21:36:36,15 74352
23/11/2023 21:36:47,23 74387
23/11/2023 21:36:58,12 74387
23/11/2023 21:37:08,14 74383
23/11/2023 21:37:18,17 74383
23/11/2023 21:37:29,22 74211
23/11/2023 21:37:40,18 73987
23/11/2023 21:37:51,12 73987
23/11/2023 21:38:02,18 73987
23/11/2023 21:38:13,15 73987
23/11/2023 21:38:24,18 73987
23/11/2023 21:38:35,18 77128
23/11/2023 21:38:46,22 73596
23/11/2023 21:38:57,17 76399
23/11/2023 21:39:08,12 76062
23/11/2023 21:39:19,14 76864
23/11/2023 21:39:29,15 74536
23/11/2023 21:39:40,18 74510
23/11/2023 21:39:51,20 77624
23/11/2023 21:40:02,13 74432
23/11/2023 21:40:12,15 74404
23/11/2023 21:40:23,21 74363
23/11/2023 21:40:34,16 74325
23/11/2023 21:40:45,17 74325
23/11/2023 21:40:56,16 74325
23/11/2023 21:41:07,20 74333
23/11/2023 21:41:18,21 74325
23/11/2023 21:41:29,15 74329
23/11/2023 21:41:40,19 74325
23/11/2023 21:41:51,22 74329
23/11/2023 21:42:02,21 74329
23/11/2023 21:42:13,18 74167
23/11/2023 21:42:24,12 76654
23/11/2023 21:42:34,12 73166
23/11/2023 21:42:45,15 75753
23/11/2023 21:42:56,20 74963
23/11/2023 21:43:07,12 75529
23/11/2023 21:43:18,19 73217
23/11/2023 21:43:29,14 73185
23/11/2023 21:43:40,18 76417
23/11/2023 21:43:51,13 73233
23/11/2023 21:44:02,13 73157
23/11/2023 21:44:12,14 73161
23/11/2023 21:44:22,12 73161
23/11/2023 21:44:32,12 73169
23/11/2023 21:44:43,17 73169
23/11/2023 21:44:54,17 73169
23/11/2023 21:45:05,17 73166
23/11/2023 21:45:16,16 73174
23/11/2023 21:45:27,18 73172
23/11/2023 21:45:38,14 73164
23/11/2023 21:45:48,13 73160
23/11/2023 21:45:59,13 73144
23/11/2023 21:46:09,14 77487
23/11/2023 21:46:20,17 73887
23/11/2023 21:46:31,20 77106
23/11/2023 21:46:42,18 76586
23/11/2023 21:46:53,17 78020
23/11/2023 21:47:04,21 75684
23/11/2023 21:47:15,15 75641
23/11/2023 21:47:26,20 78957
23/11/2023 21:47:37,16 75769
23/11/2023 21:47:48,12 75693
23/11/2023 21:47:59,20 75721
23/11/2023 21:48:10,14 75829
23/11/2023 21:48:21,20 75833
23/11/2023 21:48:32,13 75825
23/11/2023 21:48:43,21 75829
23/11/2023 21:48:54,20 75825
23/11/2023 21:49:05,15 75833
23/11/2023 21:49:16,17 75829
23/11/2023 21:49:27,18 75825
23/11/2023 21:49:38,19 75814
23/11/2023 21:49:49,16 75825
23/11/2023 21:50:00,19 79037
23/11/2023 21:50:11,21 79535
23/11/2023 21:50:22,12 76268
23/11/2023 21:50:33,12 78384
23/11/2023 21:50:43,22 78978
23/11/2023 21:50:54,14 76670
23/11/2023 21:51:05,20 76634
23/11/2023 21:51:16,15 79578
23/11/2023 21:51:26,21 76430
23/11/2023 21:51:37,20 76405
23/11/2023 21:51:48,12 76405
23/11/2023 21:51:59,18 76401
23/11/2023 21:52:10,19 76409
23/11/2023 21:52:21,15 76401
23/11/2023 21:52:32,14 76409
23/11/2023 21:52:43,13 76401
23/11/2023 21:52:54,18 76409
23/11/2023 21:53:05,19 75730
23/11/2023 21:53:16,12 74647
23/11/2023 21:53:27,20 74651
23/11/2023 21:53:38,12 74651
23/11/2023 21:53:48,18 77012
23/11/2023 21:53:59,22 77292
23/11/2023 21:54:10,13 73468
23/11/2023 21:54:20,20 75309
23/11/2023 21:54:31,13 75765
23/11/2023 21:54:41,16 73361
23/11/2023 21:54:52,20 73333
23/11/2023 21:55:03,16 76502
23/11/2023 21:55:14,15 73341
23/11/2023 21:55:25,19 73304
23/11/2023 21:55:36,17 73300
23/11/2023 21:55:47,14 73292
23/11/2023 21:55:58,18 73300
23/11/2023 21:56:09,20 73292
23/11/2023 21:56:20,14 72973
23/11/2023 21:56:30,15 72769
23/11/2023 21:56:40,16 72777
23/11/2023 21:56:51,19 72744
23/11/2023 21:57:02,22 72773
23/11/2023 21:57:13,19 72769
23/11/2023 21:57:24,21 72773
23/11/2023 21:57:35,13 75503
23/11/2023 21:57:45,19 73764
23/11/2023 21:57:56,16 71630
23/11/2023 21:58:06,20 72775
23/11/2023 21:58:17,16 72120
23/11/2023 21:58:27,17 69800
23/11/2023 21:58:38,13 69754
23/11/2023 21:58:48,14 72656
23/11/2023 21:58:59,19 68864
23/11/2023 21:59:10,18 68828
23/11/2023 21:59:21,15 68828
23/11/2023 21:59:32,14 68828
23/11/2023 21:59:42,15 68820
23/11/2023 21:59:53,11 68824
23/11/2023 22:00:03,16 68807
23/11/2023 22:00:14,21 68811
23/11/2023 22:00:25,20 68784
23/11/2023 22:00:36,17 68803
23/11/2023 22:00:47,14 68807
23/11/2023 22:00:57,11 68795
23/11/2023 22:01:07,22 68799
23/11/2023 22:01:18,22 71534
23/11/2023 22:01:29,17 68306
23/11/2023 22:01:39,21 71678
23/11/2023 22:01:50,13 71135
23/11/2023 22:02:01,13 71539
23/11/2023 22:02:11,14 69220
23/11/2023 22:02:22,17 69219
23/11/2023 22:02:33,13 72697
23/11/2023 22:02:43,21 69517
23/11/2023 22:02:54,12 69489
23/11/2023 22:03:04,21 69481
23/11/2023 22:03:15,14 69484
23/11/2023 22:03:26,16 69484
23/11/2023 22:03:37,14 69484
23/11/2023 22:03:48,15 69484
23/11/2023 22:03:59,14 69458
23/11/2023 22:04:10,20 69480
23/11/2023 22:04:21,15 69476
23/11/2023 22:04:32,14 69479
23/11/2023 22:04:43,12 69475
23/11/2023 22:04:54,12 69475
23/11/2023 22:05:05,14 72787
23/11/2023 22:05:16,18 69627
23/11/2023 22:05:27,12 72371
23/11/2023 22:05:38,18 71501
23/11/2023 22:05:49,16 71884
23/11/2023 22:05:57,69 69379
