Inicio: 28/11/2023 14:13:49,28 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: teste-media-error.txt
30/11/2023 04:13:01,21 279959
30/11/2023 04:13:12,11 275318
30/11/2023 04:13:23,14 273248
30/11/2023 04:13:34,14 273188
30/11/2023 04:13:45,20 273266
30/11/2023 04:13:56,14 264995
30/11/2023 04:14:07,20 265253
30/11/2023 04:14:18,19 264959
30/11/2023 04:14:29,15 264943
30/11/2023 04:14:40,21 264817
30/11/2023 04:14:51,20 264570
30/11/2023 04:15:02,13 264762
30/11/2023 04:15:13,12 264384
30/11/2023 04:15:24,12 264289
30/11/2023 04:15:35,11 263905
30/11/2023 04:15:46,13 263858
30/11/2023 04:15:57,21 267006
30/11/2023 04:16:08,15 265676
30/11/2023 04:16:19,17 265631
30/11/2023 04:16:30,21 265800
30/11/2023 04:16:41,16 265750
30/11/2023 04:16:52,18 243479
30/11/2023 04:17:03,12 285606
30/11/2023 04:17:14,18 285912
30/11/2023 04:17:26,16 328652
30/11/2023 04:17:37,12 328725
30/11/2023 04:17:48,14 261401
30/11/2023 04:17:59,21 246488
30/11/2023 04:18:10,12 271599
30/11/2023 04:18:21,14 223803
30/11/2023 04:18:32,17 263311
30/11/2023 04:18:43,17 265868
30/11/2023 04:18:54,12 265172
30/11/2023 04:19:05,12 236700
30/11/2023 04:19:16,19 287792
30/11/2023 04:19:27,13 288493
30/11/2023 04:19:38,21 288474
30/11/2023 04:19:49,21 284251
30/11/2023 04:20:00,21 282171
30/11/2023 04:20:11,11 282171
30/11/2023 04:20:22,14 282375
30/11/2023 04:20:33,16 282258
30/11/2023 04:20:44,21 273193
30/11/2023 04:20:55,14 273035
30/11/2023 04:21:06,11 271233
30/11/2023 04:21:17,16 270869
30/11/2023 04:21:28,23 270737
30/11/2023 04:21:39,20 270682
30/11/2023 04:21:50,17 270033
30/11/2023 04:22:01,19 270041
30/11/2023 04:22:12,12 269993
30/11/2023 04:22:23,20 270040
30/11/2023 04:22:34,13 271739
30/11/2023 04:22:45,16 270368
30/11/2023 04:22:56,14 269637
30/11/2023 04:23:07,21 269783
30/11/2023 04:23:18,15 269717
30/11/2023 04:23:29,22 243318
30/11/2023 04:23:40,13 277201
30/11/2023 04:23:51,19 282529
30/11/2023 04:24:02,16 329274
30/11/2023 04:24:13,13 328743
30/11/2023 04:24:24,20 268355
30/11/2023 04:24:35,16 270877
30/11/2023 04:24:46,13 248495
30/11/2023 04:24:57,19 259912
30/11/2023 04:25:08,19 265121
30/11/2023 04:25:19,19 265426
30/11/2023 04:25:30,21 264823
30/11/2023 04:25:41,12 235030
30/11/2023 04:25:52,16 229294
30/11/2023 04:26:03,12 285671
30/11/2023 04:26:14,20 286178
30/11/2023 04:26:25,14 281898
30/11/2023 04:26:36,19 279986
30/11/2023 04:26:47,11 279876
30/11/2023 04:26:58,21 280268
30/11/2023 04:27:09,17 280129
30/11/2023 04:27:20,11 271734
30/11/2023 04:27:31,12 271586
30/11/2023 04:27:42,14 266317
30/11/2023 04:27:53,17 263746
30/11/2023 04:28:04,20 263737
30/11/2023 04:28:15,11 263798
30/11/2023 04:28:26,18 263822
30/11/2023 04:28:37,15 263869
30/11/2023 04:28:48,21 263654
30/11/2023 04:28:59,16 263665
30/11/2023 04:29:10,17 263629
30/11/2023 04:29:21,15 266544
30/11/2023 04:29:32,16 265763
30/11/2023 04:29:43,16 265946
30/11/2023 04:29:54,17 265831
30/11/2023 04:30:05,11 244279
30/11/2023 04:30:16,22 223107
30/11/2023 04:30:27,21 282582
30/11/2023 04:30:38,19 332419
30/11/2023 04:30:49,20 332302
30/11/2023 04:31:00,19 332366
30/11/2023 04:31:11,15 272329
30/11/2023 04:31:22,12 255995
30/11/2023 04:31:33,12 267053
30/11/2023 04:31:44,18 231658
30/11/2023 04:31:55,17 272110
30/11/2023 04:32:06,20 274000
30/11/2023 04:32:17,12 246124
30/11/2023 04:32:28,17 239564
30/11/2023 04:32:39,11 296494
30/11/2023 04:32:50,13 281553
30/11/2023 04:33:01,13 276296
30/11/2023 04:33:12,15 276660
30/11/2023 04:33:23,12 274679
30/11/2023 04:33:34,20 274980
30/11/2023 04:33:45,16 274879
30/11/2023 04:33:56,21 267357
30/11/2023 04:34:07,18 267387
30/11/2023 04:34:18,13 267433
30/11/2023 04:34:29,16 267473
30/11/2023 04:34:40,14 267351
30/11/2023 04:34:51,11 266934
30/11/2023 04:35:02,16 266898
30/11/2023 04:35:13,19 266902
30/11/2023 04:35:24,18 266846
30/11/2023 04:35:35,21 266857
30/11/2023 04:35:46,22 266876
30/11/2023 04:35:57,16 269451
30/11/2023 04:36:08,19 269028
30/11/2023 04:36:19,20 269093
30/11/2023 04:36:30,18 269186
30/11/2023 04:36:41,20 269289
30/11/2023 04:36:52,13 246103
30/11/2023 04:37:03,15 287666
30/11/2023 04:37:14,15 332944
30/11/2023 04:37:25,15 333570
30/11/2023 04:37:36,19 333008
30/11/2023 04:37:47,19 272380
30/11/2023 04:37:58,16 246250
30/11/2023 04:38:09,11 274041
30/11/2023 04:38:20,22 226141
30/11/2023 04:38:31,14 230144
30/11/2023 04:38:42,16 228325
30/11/2023 04:38:53,12 228338
30/11/2023 04:39:04,16 228283
30/11/2023 04:39:15,16 282850
30/11/2023 04:39:26,22 284016
30/11/2023 04:39:37,16 284444
30/11/2023 04:39:48,12 283690
30/11/2023 04:39:59,19 283554
30/11/2023 04:40:10,20 283427
30/11/2023 04:40:21,18 278952
30/11/2023 04:40:32,14 272027
30/11/2023 04:40:43,16 271817
30/11/2023 04:40:54,19 270993
30/11/2023 04:41:05,12 270169
30/11/2023 04:41:16,16 270226
30/11/2023 04:41:27,21 269735
30/11/2023 04:41:38,12 269693
30/11/2023 04:41:49,19 269566
30/11/2023 04:42:00,15 269495
30/11/2023 04:42:11,18 269683
30/11/2023 04:42:22,14 269022
30/11/2023 04:42:33,12 271262
30/11/2023 04:42:44,13 270543
30/11/2023 04:42:55,21 270299
30/11/2023 04:43:06,17 268449
30/11/2023 04:43:17,11 268237
30/11/2023 04:43:28,22 244844
30/11/2023 04:43:39,16 282204
30/11/2023 04:43:50,14 284042
30/11/2023 04:44:01,17 328760
30/11/2023 04:44:12,21 329572
30/11/2023 04:44:23,16 271625
30/11/2023 04:44:34,20 273072
30/11/2023 04:44:45,17 277443
30/11/2023 04:44:56,19 228149
30/11/2023 04:45:07,16 267139
30/11/2023 04:45:18,19 269529
30/11/2023 04:45:29,18 268445
30/11/2023 04:45:40,21 238613
30/11/2023 04:45:51,16 287343
30/11/2023 04:46:02,18 286332
30/11/2023 04:46:13,14 286048
30/11/2023 04:46:24,11 281935
30/11/2023 04:46:35,13 279782
30/11/2023 04:46:46,17 279784
30/11/2023 04:46:57,19 279608
30/11/2023 04:47:08,14 277641
30/11/2023 04:47:19,15 266857
30/11/2023 04:47:30,15 267043
30/11/2023 04:47:41,15 267078
30/11/2023 04:47:52,16 267516
30/11/2023 04:48:03,14 266425
30/11/2023 04:48:14,16 265246
30/11/2023 04:48:25,13 265196
30/11/2023 04:48:36,18 265155
30/11/2023 04:48:47,14 265149
30/11/2023 04:48:58,19 264884
30/11/2023 04:49:09,19 264193
30/11/2023 04:49:20,21 266551
30/11/2023 04:49:31,11 266143
30/11/2023 04:49:42,13 266266
30/11/2023 04:49:53,12 266685
30/11/2023 04:50:04,14 244759
30/11/2023 04:50:15,21 223865
30/11/2023 04:50:26,15 281509
30/11/2023 04:50:37,18 327469
30/11/2023 04:50:48,11 329679
30/11/2023 04:50:59,19 278861
30/11/2023 04:51:10,19 271514
30/11/2023 04:51:21,17 254901
30/11/2023 04:51:32,17 269145
30/11/2023 04:51:43,16 231128
30/11/2023 04:51:54,13 272836
30/11/2023 04:52:05,11 271880
30/11/2023 04:52:16,19 246366
30/11/2023 04:52:27,17 240001
30/11/2023 04:52:38,16 297118
30/11/2023 04:52:49,19 296079
30/11/2023 04:53:00,17 291049
30/11/2023 04:53:11,12 288447
30/11/2023 04:53:22,20 288315
30/11/2023 04:53:33,21 287688
30/11/2023 04:53:44,12 287687
30/11/2023 04:53:55,16 278724
30/11/2023 04:54:06,19 278661
30/11/2023 04:54:17,19 278617
30/11/2023 04:54:28,20 278626
30/11/2023 04:54:39,16 278638
30/11/2023 04:54:50,15 277015
30/11/2023 04:55:01,17 275890
30/11/2023 04:55:12,11 275768
30/11/2023 04:55:23,17 275674
30/11/2023 04:55:34,12 274190
30/11/2023 04:55:45,14 273616
30/11/2023 04:55:56,16 275286
30/11/2023 04:56:07,21 274662
30/11/2023 04:56:18,18 274824
30/11/2023 04:56:29,21 274524
30/11/2023 04:56:40,17 274495
30/11/2023 04:56:51,15 244575
30/11/2023 04:57:02,14 279900
30/11/2023 04:57:13,21 326072
30/11/2023 04:57:24,21 327149
30/11/2023 04:57:35,13 326891
30/11/2023 04:57:46,16 268860
30/11/2023 04:57:57,16 250101
30/11/2023 04:58:08,16 268091
30/11/2023 04:58:19,14 221054
30/11/2023 04:58:30,15 261755
30/11/2023 04:58:41,14 263738
30/11/2023 04:58:52,17 263185
30/11/2023 04:59:03,12 234248
30/11/2023 04:59:14,14 288460
30/11/2023 04:59:25,21 288274
30/11/2023 04:59:36,17 288358
30/11/2023 04:59:47,18 282715
30/11/2023 04:59:58,13 280288
30/11/2023 05:00:09,19 280426
30/11/2023 05:00:20,15 280450
30/11/2023 05:00:31,17 272209
30/11/2023 05:00:42,16 271562
30/11/2023 05:00:53,16 271509
30/11/2023 05:01:04,14 271198
30/11/2023 05:01:15,11 269177
30/11/2023 05:01:26,16 268979
30/11/2023 05:01:37,20 268664
30/11/2023 05:01:48,22 268555
30/11/2023 05:01:59,16 267863
30/11/2023 05:02:10,14 266899
30/11/2023 05:02:21,11 266883
30/11/2023 05:02:32,11 269262
30/11/2023 05:02:43,16 268437
30/11/2023 05:02:54,17 268485
30/11/2023 05:03:05,11 268222
30/11/2023 05:03:16,13 268323
30/11/2023 05:03:27,15 243532
30/11/2023 05:03:38,17 281217
30/11/2023 05:03:49,12 282622
30/11/2023 05:04:00,21 332589
30/11/2023 05:04:11,21 331913
30/11/2023 05:04:22,11 273379
30/11/2023 05:04:33,16 257537
30/11/2023 05:04:44,12 280491
30/11/2023 05:04:55,15 231008
30/11/2023 05:05:06,14 269017
30/11/2023 05:05:17,13 269669
30/11/2023 05:05:28,11 269222
30/11/2023 05:05:39,20 238811
30/11/2023 05:05:50,21 288287
30/11/2023 05:06:01,17 289137
30/11/2023 05:06:12,12 289592
30/11/2023 05:06:23,12 285219
30/11/2023 05:06:34,14 283194
30/11/2023 05:06:45,11 283071
30/11/2023 05:06:56,12 283447
30/11/2023 05:07:07,13 283367
30/11/2023 05:07:18,16 274993
30/11/2023 05:07:29,14 274956
30/11/2023 05:07:40,13 274925
30/11/2023 05:07:51,12 274663
30/11/2023 05:08:02,13 274450
30/11/2023 05:08:13,21 274458
30/11/2023 05:08:24,16 274360
30/11/2023 05:08:35,19 274389
30/11/2023 05:08:46,19 274308
30/11/2023 05:08:57,18 274331
30/11/2023 05:09:08,12 274079
30/11/2023 05:09:19,15 273123
30/11/2023 05:09:30,12 272896
30/11/2023 05:09:41,11 273190
30/11/2023 05:09:52,14 272994
30/11/2023 05:10:03,12 246457
30/11/2023 05:10:14,17 262338
30/11/2023 05:10:25,14 280126
30/11/2023 05:10:36,20 327107
30/11/2023 05:10:47,18 327245
30/11/2023 05:10:58,18 266896
30/11/2023 05:11:09,13 267992
30/11/2023 05:11:20,17 251145
30/11/2023 05:11:31,13 263235
30/11/2023 05:11:42,19 269117
30/11/2023 05:11:53,19 269564
30/11/2023 05:12:04,19 269254
30/11/2023 05:12:15,11 241298
30/11/2023 05:12:26,13 232438
30/11/2023 05:12:37,18 288623
30/11/2023 05:12:48,21 289070
30/11/2023 05:12:59,10 284738
30/11/2023 05:13:10,12 282767
30/11/2023 05:13:21,11 282723
30/11/2023 05:13:32,14 283115
30/11/2023 05:13:43,18 282967
30/11/2023 05:13:54,11 274161
30/11/2023 05:14:05,11 274198
30/11/2023 05:14:16,20 274160
30/11/2023 05:14:27,21 274063
30/11/2023 05:14:38,20 273879
30/11/2023 05:14:49,17 273850
30/11/2023 05:15:00,16 272455
30/11/2023 05:15:11,11 271154
30/11/2023 05:15:22,18 269882
30/11/2023 05:15:33,13 269907
30/11/2023 05:15:44,14 269879
30/11/2023 05:15:55,21 272202
30/11/2023 05:16:06,23 271329
30/11/2023 05:16:17,14 271487
30/11/2023 05:16:28,21 271487
30/11/2023 05:16:39,21 246149
30/11/2023 05:16:50,15 224572
30/11/2023 05:17:01,22 280963
30/11/2023 05:17:12,13 330461
30/11/2023 05:17:23,20 329831
30/11/2023 05:17:35,16 326081
30/11/2023 05:17:46,19 264458
30/11/2023 05:17:57,20 249288
30/11/2023 05:18:08,19 260105
30/11/2023 05:18:19,18 223382
30/11/2023 05:18:30,16 264774
30/11/2023 05:18:41,21 263454
30/11/2023 05:18:52,18 235483
30/11/2023 05:19:03,20 228452
30/11/2023 05:19:14,16 284498
30/11/2023 05:19:25,10 284796
30/11/2023 05:19:36,12 280571
30/11/2023 05:19:47,16 280528
30/11/2023 05:19:58,17 278526
30/11/2023 05:20:09,11 278370
30/11/2023 05:20:20,12 278308
30/11/2023 05:20:31,14 270019
30/11/2023 05:20:42,22 270185
30/11/2023 05:20:53,13 270088
30/11/2023 05:21:04,15 269966
30/11/2023 05:21:15,21 269598
30/11/2023 05:21:26,15 269591
30/11/2023 05:21:37,21 269617
30/11/2023 05:21:48,15 269589
30/11/2023 05:21:59,20 269759
30/11/2023 05:22:10,13 268968
30/11/2023 05:22:21,20 268927
30/11/2023 05:22:32,20 270407
30/11/2023 05:22:43,17 269653
30/11/2023 05:22:54,18 269659
30/11/2023 05:23:05,18 269633
30/11/2023 05:23:16,17 269741
30/11/2023 05:23:27,21 242079
30/11/2023 05:23:38,12 280841
30/11/2023 05:23:49,22 331227
30/11/2023 05:24:00,17 334102
30/11/2023 05:24:11,15 333345
30/11/2023 05:24:22,14 273661
30/11/2023 05:24:33,18 256070
30/11/2023 05:24:44,17 278486
30/11/2023 05:24:55,21 229684
30/11/2023 05:25:06,13 268872
30/11/2023 05:25:17,22 268935
30/11/2023 05:25:28,11 268499
30/11/2023 05:25:39,22 237266
30/11/2023 05:25:50,13 288460
30/11/2023 05:26:01,19 289287
30/11/2023 05:26:12,19 289502
30/11/2023 05:26:23,17 285284
30/11/2023 05:26:34,13 283325
30/11/2023 05:26:45,14 283409
30/11/2023 05:26:56,18 283376
30/11/2023 05:27:07,13 274792
30/11/2023 05:27:18,19 274597
30/11/2023 05:27:29,21 274110
30/11/2023 05:27:40,13 274127
30/11/2023 05:27:51,17 273408
30/11/2023 05:28:02,16 270277
30/11/2023 05:28:13,18 270125
30/11/2023 05:28:24,21 270149
30/11/2023 05:28:35,16 269992
30/11/2023 05:28:46,17 269517
30/11/2023 05:28:57,20 269525
30/11/2023 05:29:08,13 271398
30/11/2023 05:29:20,20 270604
30/11/2023 05:29:31,19 270045
30/11/2023 05:29:42,17 270267
30/11/2023 05:29:53,12 270250
30/11/2023 05:30:04,18 244613
30/11/2023 05:30:15,16 282314
30/11/2023 05:30:26,21 283857
30/11/2023 05:30:38,16 332166
30/11/2023 05:30:49,17 334642
30/11/2023 05:31:00,14 273857
30/11/2023 05:31:11,16 256791
30/11/2023 05:31:22,15 280776
30/11/2023 05:31:33,18 231722
30/11/2023 05:31:44,22 270501
30/11/2023 05:31:55,12 272537
30/11/2023 05:32:06,14 272213
30/11/2023 05:32:17,18 241787
30/11/2023 05:32:28,14 293277
30/11/2023 05:32:39,17 294208
30/11/2023 05:32:50,22 294506
30/11/2023 05:33:01,16 290222
30/11/2023 05:33:12,13 277908
30/11/2023 05:33:23,13 275360
30/11/2023 05:33:34,16 275944
30/11/2023 05:33:45,19 267726
30/11/2023 05:33:56,18 268195
30/11/2023 05:34:07,12 268136
30/11/2023 05:34:18,19 268075
30/11/2023 05:34:29,20 267991
30/11/2023 05:34:40,13 267878
30/11/2023 05:34:51,21 267902
30/11/2023 05:35:02,21 267761
30/11/2023 05:35:13,19 268093
30/11/2023 05:35:24,13 268394
30/11/2023 05:35:35,21 268288
30/11/2023 05:35:46,16 271088
30/11/2023 05:35:57,17 270222
30/11/2023 05:36:08,19 270238
30/11/2023 05:36:19,16 270404
30/11/2023 05:36:30,17 270439
30/11/2023 05:36:41,13 247966
30/11/2023 05:36:52,19 290570
30/11/2023 05:37:03,20 292299
30/11/2023 05:37:15,12 337822
30/11/2023 05:37:26,12 336297
30/11/2023 05:37:37,16 276916
30/11/2023 05:37:48,19 260808
30/11/2023 05:37:59,11 284996
30/11/2023 05:38:10,18 233346
30/11/2023 05:38:21,20 265769
30/11/2023 05:38:32,20 260941
30/11/2023 05:38:43,19 260620
30/11/2023 05:38:54,14 237156
30/11/2023 05:39:05,16 294203
30/11/2023 05:39:16,21 295577
30/11/2023 05:39:27,16 295899
30/11/2023 05:39:38,12 291744
30/11/2023 05:39:49,15 289802
30/11/2023 05:40:00,15 289805
30/11/2023 05:40:11,20 290141
30/11/2023 05:40:22,14 290109
30/11/2023 05:40:33,12 281971
30/11/2023 05:40:44,21 281992
30/11/2023 05:40:55,14 281640
30/11/2023 05:41:06,16 279452
30/11/2023 05:41:17,20 279299
30/11/2023 05:41:28,17 278961
30/11/2023 05:41:39,19 278173
30/11/2023 05:41:50,16 277795
30/11/2023 05:42:01,17 275269
30/11/2023 05:42:12,13 275238
30/11/2023 05:42:23,19 273726
30/11/2023 05:42:34,16 274402
30/11/2023 05:42:45,17 274019
30/11/2023 05:42:56,15 274119
30/11/2023 05:43:07,15 271727
30/11/2023 05:43:18,21 246105
30/11/2023 05:43:29,19 224976
30/11/2023 05:43:40,19 281764
30/11/2023 05:43:51,18 331442
30/11/2023 05:44:02,13 332436
30/11/2023 05:44:13,20 271301
30/11/2023 05:44:24,21 272249
30/11/2023 05:44:35,17 256055
30/11/2023 05:44:46,19 270064
30/11/2023 05:44:57,21 232352
30/11/2023 05:45:08,18 270152
30/11/2023 05:45:19,16 272060
30/11/2023 05:45:30,18 243993
30/11/2023 05:45:41,11 237441
30/11/2023 05:45:52,14 294158
30/11/2023 05:46:03,16 292884
30/11/2023 05:46:14,16 287463
30/11/2023 05:46:25,13 285445
30/11/2023 05:46:36,19 285339
30/11/2023 05:46:47,12 285651
30/11/2023 05:46:58,19 285543
30/11/2023 05:47:09,20 275286
30/11/2023 05:47:20,21 272305
30/11/2023 05:47:31,13 272015
30/11/2023 05:47:42,16 271428
30/11/2023 05:47:53,15 271623
30/11/2023 05:48:04,12 271375
30/11/2023 05:48:15,12 269704
30/11/2023 05:48:26,13 268793
30/11/2023 05:48:37,16 268598
30/11/2023 05:48:48,13 268506
30/11/2023 05:48:59,11 268043
30/11/2023 05:49:10,21 271249
30/11/2023 05:49:21,16 269886
30/11/2023 05:49:32,17 270037
30/11/2023 05:49:43,16 270037
30/11/2023 05:49:54,13 248659
30/11/2023 05:50:05,16 227109
30/11/2023 05:50:16,20 287821
30/11/2023 05:50:27,12 333842
30/11/2023 05:50:38,20 333090
30/11/2023 05:50:49,11 332641
30/11/2023 05:51:00,19 273341
30/11/2023 05:51:11,16 257185
30/11/2023 05:51:22,17 281100
30/11/2023 05:51:33,14 233339
30/11/2023 05:51:44,21 276034
30/11/2023 05:51:55,13 277650
30/11/2023 05:52:06,21 276383
30/11/2023 05:52:17,12 242943
30/11/2023 05:52:28,13 290843
30/11/2023 05:52:39,15 291047
30/11/2023 05:52:50,17 291270
30/11/2023 05:53:01,22 287026
30/11/2023 05:53:12,17 285123
30/11/2023 05:53:23,16 285468
30/11/2023 05:53:34,15 285040
30/11/2023 05:53:45,13 276597
30/11/2023 05:53:56,21 276298
30/11/2023 05:54:07,12 276184
30/11/2023 05:54:18,13 275762
30/11/2023 05:54:29,10 275643
30/11/2023 05:54:40,16 275582
30/11/2023 05:54:51,21 275603
30/11/2023 05:55:02,15 275477
30/11/2023 05:55:13,16 274972
30/11/2023 05:55:24,16 274789
30/11/2023 05:55:35,15 274622
30/11/2023 05:55:46,20 277215
30/11/2023 05:55:57,13 276285
30/11/2023 05:56:08,16 275692
30/11/2023 05:56:19,19 275807
30/11/2023 05:56:30,11 275901
30/11/2023 05:56:41,13 247692
30/11/2023 05:56:52,12 284983
30/11/2023 05:57:03,13 311655
30/11/2023 05:57:14,11 333507
30/11/2023 05:57:25,16 332807
30/11/2023 05:57:36,14 272716
30/11/2023 05:57:47,15 255619
30/11/2023 05:57:58,16 279278
30/11/2023 05:58:10,16 231029
30/11/2023 05:58:21,16 271673
30/11/2023 05:58:32,16 274035
30/11/2023 05:58:43,17 273339
30/11/2023 05:58:54,17 243360
30/11/2023 05:59:05,11 295043
30/11/2023 05:59:16,15 295903
30/11/2023 05:59:27,11 296347
30/11/2023 05:59:38,19 292213
30/11/2023 05:59:49,17 290221
30/11/2023 06:00:00,14 290214
30/11/2023 06:00:11,15 277199
30/11/2023 06:00:22,20 268409
30/11/2023 06:00:33,15 269704
30/11/2023 06:00:44,17 270122
30/11/2023 06:00:55,11 270583
30/11/2023 06:01:06,16 270601
30/11/2023 06:01:17,17 270719
30/11/2023 06:01:28,21 270759
30/11/2023 06:01:39,19 270767
30/11/2023 06:01:50,21 270749
30/11/2023 06:02:01,15 270737
30/11/2023 06:02:12,11 270678
30/11/2023 06:02:23,16 273809
30/11/2023 06:02:34,19 272790
30/11/2023 06:02:45,13 272784
30/11/2023 06:02:56,12 272970
30/11/2023 06:03:07,21 272863
30/11/2023 06:03:18,16 250129
30/11/2023 06:03:29,21 284270
30/11/2023 06:03:40,14 286493
30/11/2023 06:03:51,20 334049
30/11/2023 06:04:02,18 333166
30/11/2023 06:04:13,15 273121
30/11/2023 06:04:24,15 257863
30/11/2023 06:04:35,13 282455
30/11/2023 06:04:46,18 236746
30/11/2023 06:04:57,14 273469
30/11/2023 06:05:08,22 273497
30/11/2023 06:05:19,17 265235
30/11/2023 06:05:30,17 237600
30/11/2023 06:05:41,13 291444
30/11/2023 06:05:52,14 292854
30/11/2023 06:06:03,14 293364
30/11/2023 06:06:14,14 289177
30/11/2023 06:06:25,12 287290
30/11/2023 06:06:36,13 287313
30/11/2023 06:06:47,15 287526
30/11/2023 06:06:58,21 287498
30/11/2023 06:07:09,19 278826
30/11/2023 06:07:20,11 278006
30/11/2023 06:07:31,19 277880
30/11/2023 06:07:42,14 275797
30/11/2023 06:07:53,16 275295
30/11/2023 06:08:04,14 275267
30/11/2023 06:08:15,14 275234
30/11/2023 06:08:26,20 275180
30/11/2023 06:08:37,22 272404
30/11/2023 06:08:48,19 272202
30/11/2023 06:08:59,13 272072
30/11/2023 06:09:10,14 273279
30/11/2023 06:09:21,12 272918
30/11/2023 06:09:32,13 273003
30/11/2023 06:09:43,14 272975
30/11/2023 06:09:54,13 247256
30/11/2023 06:10:05,14 226221
30/11/2023 06:10:16,19 281759
30/11/2023 06:10:27,18 324581
30/11/2023 06:10:38,17 327034
30/11/2023 06:10:49,19 271764
30/11/2023 06:11:00,13 273330
30/11/2023 06:11:11,17 257716
30/11/2023 06:11:22,13 273003
30/11/2023 06:11:33,13 234568
30/11/2023 06:11:44,14 275295
30/11/2023 06:11:55,17 277830
30/11/2023 06:12:06,21 248989
30/11/2023 06:12:17,18 243679
30/11/2023 06:12:28,18 299296
30/11/2023 06:12:39,17 297539
30/11/2023 06:12:50,19 290663
30/11/2023 06:13:01,20 287533
30/11/2023 06:13:12,19 286868
30/11/2023 06:13:23,13 286576
30/11/2023 06:13:34,13 286059
30/11/2023 06:13:45,20 275111
30/11/2023 06:13:56,11 275165
30/11/2023 06:14:07,19 274331
30/11/2023 06:14:18,12 274547
30/11/2023 06:14:29,15 274547
30/11/2023 06:14:40,11 274325
30/11/2023 06:14:51,16 272217
30/11/2023 06:15:02,21 271099
30/11/2023 06:15:13,14 270168
30/11/2023 06:15:24,19 270036
30/11/2023 06:15:35,18 269651
30/11/2023 06:15:46,16 272511
30/11/2023 06:15:57,19 271568
30/11/2023 06:16:08,19 271618
30/11/2023 06:16:19,19 271422
30/11/2023 06:16:30,15 249859
30/11/2023 06:16:41,14 228287
30/11/2023 06:16:52,15 290742
30/11/2023 06:17:03,19 336015
30/11/2023 06:17:14,19 337486
30/11/2023 06:17:26,21 337513
30/11/2023 06:17:38,14 275984
30/11/2023 06:17:49,19 259067
30/11/2023 06:18:00,13 272655
30/11/2023 06:18:11,15 234969
30/11/2023 06:18:22,19 276541
30/11/2023 06:18:33,18 277955
30/11/2023 06:18:44,21 247989
30/11/2023 06:18:55,16 241840
30/11/2023 06:19:06,15 298939
30/11/2023 06:19:17,19 298779
30/11/2023 06:19:28,17 290425
30/11/2023 06:19:39,21 284473
30/11/2023 06:19:50,15 284487
30/11/2023 06:20:01,22 284076
30/11/2023 06:20:12,14 283843
30/11/2023 06:20:23,19 273697
30/11/2023 06:20:34,19 270405
30/11/2023 06:20:45,18 269745
30/11/2023 06:20:56,18 268915
30/11/2023 06:21:07,21 268993
30/11/2023 06:21:18,16 268708
30/11/2023 06:21:29,21 268647
30/11/2023 06:21:40,12 268937
30/11/2023 06:21:51,16 269343
30/11/2023 06:22:02,18 269303
30/11/2023 06:22:13,21 269205
30/11/2023 06:22:24,13 271800
30/11/2023 06:22:35,18 271307
30/11/2023 06:22:46,17 271487
30/11/2023 06:22:57,15 271470
30/11/2023 06:23:08,14 271535
30/11/2023 06:23:19,15 248595
30/11/2023 06:23:30,13 290640
30/11/2023 06:23:41,16 336377
30/11/2023 06:23:52,17 338702
30/11/2023 06:24:04,16 338719
30/11/2023 06:24:16,15 279546
30/11/2023 06:24:27,21 262941
30/11/2023 06:24:38,12 275984
30/11/2023 06:24:49,12 238795
30/11/2023 06:25:00,13 279854
30/11/2023 06:25:11,18 278841
30/11/2023 06:25:22,16 248734
30/11/2023 06:25:33,13 241304
30/11/2023 06:25:44,18 297915
30/11/2023 06:25:55,13 297495
30/11/2023 06:26:06,18 292815
30/11/2023 06:26:17,20 292786
30/11/2023 06:26:28,13 290822
30/11/2023 06:26:39,20 291226
30/11/2023 06:26:50,12 291162
30/11/2023 06:27:01,18 282956
30/11/2023 06:27:12,18 282735
30/11/2023 06:27:23,19 280987
30/11/2023 06:27:34,12 279301
30/11/2023 06:27:45,14 278420
30/11/2023 06:27:56,17 278378
30/11/2023 06:28:07,22 269304
30/11/2023 06:28:19,22 268952
30/11/2023 06:28:30,14 269580
30/11/2023 06:28:41,18 269604
30/11/2023 06:28:52,13 270068
30/11/2023 06:29:03,14 272888
30/11/2023 06:29:14,11 272098
30/11/2023 06:29:25,11 272211
30/11/2023 06:29:36,16 272549
30/11/2023 06:29:47,15 272597
30/11/2023 06:29:58,12 249585
30/11/2023 06:30:09,21 292821
30/11/2023 06:30:20,19 337044
30/11/2023 06:30:31,21 326990
30/11/2023 06:30:43,12 324588
30/11/2023 06:30:54,13 275713
30/11/2023 06:31:05,20 260443
30/11/2023 06:31:16,16 285455
30/11/2023 06:31:27,11 237657
30/11/2023 06:31:38,11 275761
30/11/2023 06:31:49,16 276250
30/11/2023 06:32:01,16 249583
30/11/2023 06:32:12,19 242812
30/11/2023 06:32:23,13 294069
30/11/2023 06:32:34,22 294260
30/11/2023 06:32:45,18 290048
30/11/2023 06:32:56,17 289961
30/11/2023 06:33:07,14 283607
30/11/2023 06:33:18,20 280745
30/11/2023 06:33:29,11 280753
30/11/2023 06:33:40,16 272421
30/11/2023 06:33:51,21 273014
30/11/2023 06:34:02,13 273419
30/11/2023 06:34:13,16 273432
30/11/2023 06:34:24,15 273367
30/11/2023 06:34:35,11 273371
30/11/2023 06:34:46,20 273432
